character,characterLabel,freebase_id,powers,occupation,affiliation,species,allies,wikidata_id
http://www.wikidata.org/entity/Q1289624,Snufkin,/m/02p2q_8,,,,,,Q1289624
http://www.wikidata.org/entity/Q2503697,Little My,/m/02p32n4,,,,,,Q2503697
http://www.wikidata.org/entity/Q2552714,Henry Jones,/m/0bss74,,"archaeologist, professor",,,Indiana Jones,Q2552714
http://www.wikidata.org/entity/Q2559332,Cinderella,/m/04lhwwt,,scullery maid,,,,Q2559332
http://www.wikidata.org/entity/Q2569920,Moominmamma,/m/02p5ncx,,,,,Moomintroll,Q2569920
http://www.wikidata.org/entity/Q2635348,Sniff,/m/02p8_56,,,,,,Q2635348
http://www.wikidata.org/entity/Q2712425,Elliot Reid,/m/0ck2q2,,physician,,,,Q2712425
http://www.wikidata.org/entity/Q2914822,Moomintroll,/m/025wvss,,,,,,Q2914822
http://www.wikidata.org/entity/Q10672707,Snork Maiden,/m/03qfr8z,,,,,,Q10672707
http://www.wikidata.org/entity/Q125815068,Grail Knight,/m/0h5sxn2,,,,,,Q125815068
http://www.wikidata.org/entity/Q183102,Bugs Bunny,/m/0d9kl,,handyman,,,,Q183102
http://www.wikidata.org/entity/Q623732,Philip Marlowe,/m/01c41d,,"chess player, private investigator",,,,Q623732
http://www.wikidata.org/entity/Q3295439,Henery Hawk,/m/04qr7s,,,,,,Q3295439
http://www.wikidata.org/entity/Q4862036,Barnyard Dawg,/m/04n4gyf,,,,,,Q4862036
http://www.wikidata.org/entity/Q142305,Mother Goose,/m/0jy5c,,"storyteller, writer, poet",,,,Q142305
http://www.wikidata.org/entity/Q488875,Ali Baba,/m/03qq8p,,,,,,Q488875
http://www.wikidata.org/entity/Q968748,Maid Marian,/m/02ywjs,,shepherd,,,,Q968748
http://www.wikidata.org/entity/Q3814396,Kelly Garrett,/m/03y0mn,,private investigator,,,,Q3814396
http://www.wikidata.org/entity/Q6742587,Malcolm Reynolds,/m/04xy0_,,"spaceship captain, soldier, space pirate",Independent Planets,,,Q6742587
http://www.wikidata.org/entity/Q7494464,Derrial Book,/m/0grm6d,,priest,,,,Q7494464
http://www.wikidata.org/entity/Q15291049,River Tam,/m/076ytb,,fugitive,,,,Q15291049
http://www.wikidata.org/entity/Q16499592,Inara Serra,/m/07d96j,,Companion,,,,Q16499592
http://www.wikidata.org/entity/Q16499670,Kaylee Frye,/m/0441j8,,mechanic,,,,Q16499670
http://www.wikidata.org/entity/Q46557790,Charlie Townsend,/m/0b_k2bm,,,,,,Q46557790
http://www.wikidata.org/entity/Q741321,Woody Woodpecker,/m/01cjzl,,,,,,Q741321
http://www.wikidata.org/entity/Q1426891,Michael Myers,/m/03zj8n,,"mass murderer, serial killer",,,,Q1426891
http://www.wikidata.org/entity/Q2275165,Khayman,/m/0bbjjz,,,,,,Q2275165
http://www.wikidata.org/entity/Q2295321,Lestat de Lioncourt,/m/0446pr,,"rock musician, stage actor, hunter, hermit, writer",,,,Q2295321
http://www.wikidata.org/entity/Q2412477,Armand,/m/06rzz0,,"cult leader, homewrecker, actor",,,,Q2412477
http://www.wikidata.org/entity/Q2435510,Jamie Lloyd,/m/09435s,,,,,,Q2435510
http://www.wikidata.org/entity/Q3169222,Samuel Loomis,/m/0cs65s,,psychiatrist,,,,Q3169222
http://www.wikidata.org/entity/Q3177677,Jesse Reeves,/m/0bbjjm,,,Talamasca,,,Q3177677
http://www.wikidata.org/entity/Q3473289,Sara Pezzini,/m/04pm3z,,"warrior, private investigator, detective, superhero",New York City Police Department,,Hope Pezzini,Q3473289
http://www.wikidata.org/entity/Q3843425,Maharet,/m/0cc3dvx,,witch in a work of fiction,,,,Q3843425
http://www.wikidata.org/entity/Q3849398,Marius de Romanus,/m/06p3c3,,,,,,Q3849398
http://www.wikidata.org/entity/Q623553,Tweety,/m/0n2w_,,,,,,Q623553
http://www.wikidata.org/entity/Q3515125,Pazuzu,/m/02rd5cp,,,,,,Q3515125
http://www.wikidata.org/entity/Q3931684,Regan MacNeil,/m/0721tq,,,,,,Q3931684
http://www.wikidata.org/entity/Q10990037,Sylvester,/m/011k1z,,,,,Sylvester Junior,Q10990037
http://www.wikidata.org/entity/Q17051247,Lankester Merrin,/m/05fbk0v,,"exorcist, priest",,,,Q17051247
http://www.wikidata.org/entity/Q3071573,Fievel Mousekewitz,/m/0669rl3,,,,,,Q3071573
http://www.wikidata.org/entity/Q1132332,Harry Paget Flashman,/m/0hwv1,,"spy, military officer",,,,Q1132332
http://www.wikidata.org/entity/Q5666725,"Harry ""Scud"" East",/m/02rnfn9,,,,,,Q5666725
http://www.wikidata.org/entity/Q7815095,Tom Brown,/m/09zg7h,,,,,,Q7815095
http://www.wikidata.org/entity/Q216810,King Kong,/m/04lr_4,,,,,,Q216810
http://www.wikidata.org/entity/Q3658751,Carl Denham,/m/055ypt,,"film producer, film director",,,,Q3658751
http://www.wikidata.org/entity/Q3805573,Jack Driscoll,/m/09tgvf,,"playwright, sailor",,,,Q3805573
http://www.wikidata.org/entity/Q7403867,Saleem Sinai,/m/04n0gyn,,,,,,Q7403867
http://www.wikidata.org/entity/Q121841,Leela,/m/021fd5,,starship pilot,,,,Q121841
http://www.wikidata.org/entity/Q180704,Iron Man,/m/0hnws,,"inventor, superhero, businessperson",Avengers,,,Q180704
http://www.wikidata.org/entity/Q303741,Sidney Prescott,/m/025t3kn,,"high school student, university student, writer",,,,Q303741
http://www.wikidata.org/entity/Q369197,Black Widow,/m/034qgf,,"ballerina, fashion designer, spy, school teacher, superhero","Thunderbolts, Marvel Knights, Lady Liberators, Champions, Avengers",,,Q369197
http://www.wikidata.org/entity/Q544290,Edwin Jarvis,/m/06dkjh,,"butler, aircraft pilot",,,,Q544290
http://www.wikidata.org/entity/Q611295,Evil Queen,/m/02r4l2,,,,,,Q611295
http://www.wikidata.org/entity/Q616337,War Machine,/m/03fzx0,,aircraft pilot,Avengers,,,Q616337
http://www.wikidata.org/entity/Q773035,Howard Stark,/m/047gm3x,,aircraft pilot,,,Iron Man,Q773035
http://www.wikidata.org/entity/Q936542,Pepper Potts,/m/0dc29w,,secretary,,,,Q936542
http://www.wikidata.org/entity/Q975100,Nick Fury,/m/02lw8w,,"boxer, soldier, spymaster, spy, instructor","Howling Commandos, S.H.I.E.L.D., Office of Strategic Services, Central Intelligence Agency, Team White",,Nick Fury Jr.,Q975100
http://www.wikidata.org/entity/Q1319498,Happy Hogan,/m/0cnfsp,,bodyguard,,,,Q1319498
http://www.wikidata.org/entity/Q1763886,Whiplash,/m/0cv8w1,,,,,,Q1763886
http://www.wikidata.org/entity/Q2444720,Ghostface,/m/0bv8yy,,serial killer,,,,Q2444720
http://www.wikidata.org/entity/Q2664416,Justin Hammer,/m/08j4b0,,businessperson,,,,Q2664416
http://www.wikidata.org/entity/Q5518297,Gale Weathers,/m/0glw23,,"television personality, reporter, writer",,,,Q5518297
http://www.wikidata.org/entity/Q23900364,Ivan Vanko,/m/0gyb160,,physicist,,,,Q23900364
http://www.wikidata.org/entity/Q23900437,Senator Stern,/m/09gr1bc,,,,,,Q23900437
http://www.wikidata.org/entity/Q11934,Mickey Mouse,/m/057ph,,handyman,,,,Q11934
http://www.wikidata.org/entity/Q163792,Captain Flint,/m/06833r,,"pirate, sailor, poet",,,,Q163792
http://www.wikidata.org/entity/Q166150,Damien Thorn,/m/09s4pt,,"serial killer, politician, businessperson",,,,Q166150
http://www.wikidata.org/entity/Q1428628,Long John Silver,/m/01971v,,"pirate, cook, sailor",,,,Q1428628
http://www.wikidata.org/entity/Q3277939,Jim Hawkins,/m/057y48p,,"sailor, cabin boy",,,,Q3277939
http://www.wikidata.org/entity/Q4086728,Billy Bones,/m/02pqszl,,"pirate, poet",,,,Q4086728
http://www.wikidata.org/entity/Q5036534,Alexander Smollett,/m/04ydjd0,,ship captain,,,,Q5036534
http://www.wikidata.org/entity/Q55653512,Kevin McCallister,/m/0g58191,,schoolchild,,,,Q55653512
http://www.wikidata.org/entity/Q249081,Roo,/m/0m5xd,,,,,,Q249081
http://www.wikidata.org/entity/Q958289,Tiana,/m/02vp6c3,,"restaurateur, waiter, cook",,,,Q958289
http://www.wikidata.org/entity/Q1130740,Baldrick,/m/01d6z,,,,,,Q1130740
http://www.wikidata.org/entity/Q1190079,Riddick,/m/034qdw,,"starship pilot, monster hunter, fugitive, murderer, mercenary",,,,Q1190079
http://www.wikidata.org/entity/Q1799013,Eeyore,/m/0m5tv,,,,,,Q1799013
http://www.wikidata.org/entity/Q202857,Captain Jack Sparrow,/m/01x5g2,,"smuggler, mutineer, swordfighter, pirate, crew member, helmsman, chief mate, ship captain, castaway, sailor",,,,Q202857
http://www.wikidata.org/entity/Q315796,Santa Claus,/m/027g6wt,,"distribution manager, toy maker",,,Santa Claus' daughter,Q315796
http://www.wikidata.org/entity/Q601747,Joshamee Gibbs,/m/0fc1xt,,"pirate, crew member, helmsman, chief mate, ship captain, military officer, sailor",Royal Navy,,,Q601747
http://www.wikidata.org/entity/Q671915,Cutler Beckett,/m/0cwtr9,,"slave trader, crew member, ship captain, official, governor, sailor",East India Company,,,Q671915
http://www.wikidata.org/entity/Q738561,Tevye,/m/0k4l0,,,,,,Q738561
http://www.wikidata.org/entity/Q840202,Davy Jones,/m/095tz0,,"mass murderer, swordfighter, pirate, crew member, helmsman, musician, ship captain, military personnel, sailor",,,,Q840202
http://www.wikidata.org/entity/Q1623044,Elizabeth Swann,/m/03n3qj,,"swordfighter, pirate, crew member, ship captain, socialite, sailor",,,Henry Turner,Q1623044
http://www.wikidata.org/entity/Q1623086,Hector Barbossa,/m/02v9k1,,"mutineer, swordfighter, pirate, crew member, helmsman, executive officer, ship captain, privateer, military officer, sailor",Royal Navy,,Carina Smyth,Q1623086
http://www.wikidata.org/entity/Q1764242,Will Turner,/m/02x0rv,,"swordfighter, pirate, crew member, ship captain, metalsmith, sailor",,,Henry Turner,Q1764242
http://www.wikidata.org/entity/Q1966171,Othello,/m/02wvm0n,,soldier,,,,Q1966171
http://www.wikidata.org/entity/Q2278783,Tia Dalma,/m/0fbh8z,,"mystic, fortune teller, priestess, magician, sailor",,,,Q2278783
http://www.wikidata.org/entity/Q2576706,Bill Turner,/m/0b0bv3,,"pirate, crew member, helmsman, sailor",,,Will Turner,Q2576706
http://www.wikidata.org/entity/Q5741587,,/m/0fbh8z,,,,,,Q5741587
http://www.wikidata.org/entity/Q188760,Hulk,/m/07rgn,,scientist,"Warbound, Defenders, Avengers",,"Lyra, Hiro-Kala, Skaar",Q188760
http://www.wikidata.org/entity/Q3703118,David Bruce Banner,/m/02t97r2,,"physicist, physician",,,,Q3703118
http://www.wikidata.org/entity/Q178776,White Rabbit,/m/02t627,,,,,,Q178776
http://www.wikidata.org/entity/Q247120,Neo,/m/01hmvs,,"software engineer, freedom fighter, security hacker, revolutionary, military personnel",,,,Q247120
http://www.wikidata.org/entity/Q254678,Carrie Bradshaw,/m/05r60w,,"columnist, reporter",,,,Q254678
http://www.wikidata.org/entity/Q860320,Charlotte York Goldenblatt,/m/02qv_xc,,housewife,,,,Q860320
http://www.wikidata.org/entity/Q900477,Miranda Hobbes,/m/02p87jt,,lawyer,,,,Q900477
http://www.wikidata.org/entity/Q937126,Samantha Jones,/m/0g9k1c,,public relations executive,,,,Q937126
http://www.wikidata.org/entity/Q1750842,Morpheus,/m/01ydtw,,"resistance fighter, security hacker, revolutionary, ship captain",,,,Q1750842
http://www.wikidata.org/entity/Q5549413,Aaron Stampler,/m/05_j14,,murderer,,,,Q5549413
http://www.wikidata.org/entity/Q10784782,Larten Crepsley,/m/0579y5,,,,,,Q10784782
http://www.wikidata.org/entity/Q19559789,Steve Leonard,/m/07v85rt,,,,,,Q19559789
http://www.wikidata.org/entity/Q1776215,Barb Wire,/m/018dy,,"motorcyclist, murderer, bounty hunter, superhero",,,,Q1776215
http://www.wikidata.org/entity/Q3036793,poker dealer,/m/0dbrkg,,,,,,Q3036793
http://www.wikidata.org/entity/Q4653,Sherlock Holmes,/m/06rkl,,private investigator,,,,Q4653
http://www.wikidata.org/entity/Q6567,Godzilla,/m/034w_,,,,,,Q6567
http://www.wikidata.org/entity/Q3039162,Jane Porter,/m/0cl04l,,social scientist,,,Korak,Q3039162
http://www.wikidata.org/entity/Q3984358,Tantor,/m/02660_r,,,,,,Q3984358
http://www.wikidata.org/entity/Q6349923,Kala,/m/026wq6f,,,,,,Q6349923
http://www.wikidata.org/entity/Q6393741,Kerchak,/m/0952sy,,,,,,Q6393741
http://www.wikidata.org/entity/Q598980,Ghost of Christmas Past,/m/09c2wj,,,,,,Q598980
http://www.wikidata.org/entity/Q626756,Ebenezer Scrooge,/m/014k85,,"moneylender, banker, accountant",,,,Q626756
http://www.wikidata.org/entity/Q1442531,Casper the Friendly Ghost,/m/02mzw9,,schoolchild,,,,Q1442531
http://www.wikidata.org/entity/Q1588097,Lone Ranger,/m/0sx6n,,"vigilante, cowboy",,,,Q1588097
http://www.wikidata.org/entity/Q1687808,Jerry Cotton,/m/081y68,,FBI agent,,,,Q1687808
http://www.wikidata.org/entity/Q2057368,Ghost of Christmas Yet to Come,/m/09c546,,,,,,Q2057368
http://www.wikidata.org/entity/Q2085625,Phil Decker,/m/0gmf0h_,,FBI agent,,,,Q2085625
http://www.wikidata.org/entity/Q3641285,Bob Cratchit,/m/04kl3d,,clerk,,,Tiny Tim,Q3641285
http://www.wikidata.org/entity/Q3966844,Ghost of Christmas Present,/m/09c4wr,,,,,,Q3966844
http://www.wikidata.org/entity/Q3991649,Tiny Tim,/m/0f_rb_,,,,,,Q3991649
http://www.wikidata.org/entity/Q7821701,Tonto,/m/03s3yg,,,,,,Q7821701
http://www.wikidata.org/entity/Q203240,Sakura Haruno,/m/037b28,,"fictional ninja, physician",Team Kakashi,,Sarada Uchiha,Q203240
http://www.wikidata.org/entity/Q221196,Gaara,/m/04b5gp,,fictional ninja,,,,Q221196
http://www.wikidata.org/entity/Q700511,Kankuro,/m/04b5r3,,"fictional ninja, puppeteer",,,,Q700511
http://www.wikidata.org/entity/Q6288394,Josephine Joseph,/m/03cmg42,,,,,,Q6288394
http://www.wikidata.org/entity/Q931,Naruto Uzumaki,/m/02sp46,,fictional ninja,Team Kakashi,,"Kawaki, Uzumaki Himawari, Boruto Uzumaki",Q931
http://www.wikidata.org/entity/Q30334,Shikamaru Nara,/m/04b5rz,,fictional ninja,,,,Q30334
http://www.wikidata.org/entity/Q4775712,Anton Chigurh,/m/0dsbmr9,,contract killer,,,,Q4775712
http://www.wikidata.org/entity/Q6007700,,/m/02nwpmc,,,,,,Q6007700
http://www.wikidata.org/entity/Q187349,Dr. John Watson,/m/014_w4,,"military physician, surgeon, physician, military personnel",,,,Q187349
http://www.wikidata.org/entity/Q16998131,Karen Davis,/m/0gxb9bz,,social worker,,,,Q16998131
http://www.wikidata.org/entity/Q391091,Pentheus,/m/0k7z2,,,,,Oklasos,Q391091
http://www.wikidata.org/entity/Q912984,Speedy Gonzales,/m/0pxxk,,,,,,Q912984
http://www.wikidata.org/entity/Q4994317,Egon Olsen,/m/07npz9,,"thief, vigilante",,,,Q4994317
http://www.wikidata.org/entity/Q6736994,Maisie,/m/02w042p,,,,,,Q6736994
http://www.wikidata.org/entity/Q1424762,Horatio Hornblower,/m/014ddg,,naval officer,,,,Q1424762
http://www.wikidata.org/entity/Q44681,Hélène Kuragin,/m/04z_tjw,,,,,,Q44681
http://www.wikidata.org/entity/Q51770,Palpatine,/m/03_5s0,,"politician, Sith, alchemist, ruler, author, dictator, magician","First Order, Galactic Senate, Confederacy of Independent Systems, Galactic Republic, Galactic Empire, Sith",,"Supreme Leader Snoke, Dathan",Q51770
http://www.wikidata.org/entity/Q51787,C-3PO,/m/0g_sv,,,,,,Q51787
http://www.wikidata.org/entity/Q51789,Padmé Amidala,/m/0drf_,,"politician, monarch",,,"Princess Leia, Luke Skywalker",Q51789
http://www.wikidata.org/entity/Q51794,Jabba the Hutt,/m/0fjms,,"drug trafficker, crime boss",,,,Q51794
http://www.wikidata.org/entity/Q51800,Wilhuff Tarkin,/m/0jrsz,,,,,,Q51800
http://www.wikidata.org/entity/Q54271,Ki-Adi-Mundi,/m/03r2fs,,,Jedi,,,Q54271
http://www.wikidata.org/entity/Q161731,Cheburashka,/m/03lbry,,,,,,Q161731
http://www.wikidata.org/entity/Q329466,Freddy Krueger,/m/01wmgs,,serial killer,,,,Q329466
http://www.wikidata.org/entity/Q519034,Aurora,/m/04qbpjp,,"ruler, peasant",,,,Q519034
http://www.wikidata.org/entity/Q715597,Obelix,/m/05mxw,,"creator, warrior",,,,Q715597
http://www.wikidata.org/entity/Q734932,Hannibal King,/m/02pwyk,,"private investigator, vampire hunter","Midnight Sons, Nightstalkers",,,Q734932
http://www.wikidata.org/entity/Q881024,Blade,/m/02jfzz,,"swordfighter, martial artist, vampire hunter","MI-13, Midnight Sons, Nightstalkers",,,Q881024
http://www.wikidata.org/entity/Q1137153,Abraham Whistler,/m/09hx4l,,vampire hunter,,,Abigail Whistler,Q1137153
http://www.wikidata.org/entity/Q1248567,Yosemite Sam,/m/01c5hx,,"gunfighter, cowboy",,,,Q1248567
http://www.wikidata.org/entity/Q1269082,Alice,/m/0gw8_,,,,,,Q1269082
http://www.wikidata.org/entity/Q2583524,Dorothy Gale,/m/020hj1,,,,,,Q2583524
http://www.wikidata.org/entity/Q6135489,Captain Typho,/m/06dx35,,,,,,Q6135489
http://www.wikidata.org/entity/Q21233426,Mary Margaret Blanchard,/m/04q80wq,,"aristocrat, archer, teacher",,,"Neal Nolan, Emma Swan-Jones",Q21233426
http://www.wikidata.org/entity/Q14417,Asajj Ventress,/m/054ng5,,"starship pilot, assassin, bounty hunter, Dark Jedi","Nightsisters, Confederacy of Independent Systems, Sith, Jedi",,,Q14417
http://www.wikidata.org/entity/Q51727,Count Dooku,/m/0gzf3,,,Sith,,,Q51727
http://www.wikidata.org/entity/Q51725,Mace Windu,/m/0g_rz,,Jedi,Jedi,,,Q51725
http://www.wikidata.org/entity/Q51730,Yoda,/m/0g_tb,,Jedi Master,Jedi,,,Q51730
http://www.wikidata.org/entity/Q51740,Obi-Wan Kenobi,/m/0fkm7,,Jedi,Jedi,,,Q51740
http://www.wikidata.org/entity/Q51755,Ahsoka Tano,/m/03mh1mw,,"starship pilot, Jedi",Jedi,,,Q51755
http://www.wikidata.org/entity/Q669485,Sweeney Todd,/m/03gmfx3,,"serial killer, barber",,,,Q669485
http://www.wikidata.org/entity/Q51788,R2-D2,/m/0g_rg,,"navigator, mechanic",,,,Q51788
http://www.wikidata.org/entity/Q51793,Jar Jar Binks,/m/0ddp2,,,,,,Q51793
http://www.wikidata.org/entity/Q51803,Chewbacca,/m/0fkfk,,"first officer, mechanic","Crimson Dawn, Resistance, Rebel Alliance",,Lumpawaroo,Q51803
http://www.wikidata.org/entity/Q179828,Martin Beck,/m/031c20,,,,,,Q179828
http://www.wikidata.org/entity/Q596978,Man with No Name,/m/038pm4,,"bounty hunter, gunfighter, cowboy",,,,Q596978
http://www.wikidata.org/entity/Q2469324,Randolph Carter,/m/04b193,,writer,,,,Q2469324
http://www.wikidata.org/entity/Q4022919,Yossarian,/m/01rj9d,,bombardier,,,,Q4022919
http://www.wikidata.org/entity/Q4582986,Gunvald Larsson,/m/0d1tt7y,,police officer,,,,Q4582986
http://www.wikidata.org/entity/Q5036526,Captain Aardvark,/m/03xtfc,,murderer,,,,Q5036526
http://www.wikidata.org/entity/Q5148105,Colonel Cathcart,/m/03m2kn,,,,,,Q5148105
http://www.wikidata.org/entity/Q5287038,Doc Daneeka,/m/02q85y,,nurse,,,,Q5287038
http://www.wikidata.org/entity/Q6773425,Matt Dillon,/m/06mb_y,,"law enforcement officer, gunfighter",,,,Q6773425
http://www.wikidata.org/entity/Q6968756,Nately,/m/02w_69,,,,,,Q6968756
http://www.wikidata.org/entity/Q7104047,Orr,/m/02z6dq,,aircraft pilot,,,,Q7104047
http://www.wikidata.org/entity/Q13652117,Martin Beck,/m/031c20,,police officer,,,,Q13652117
http://www.wikidata.org/entity/Q1392000,Fagin,/m/01lhm2,,"fence, con artist, criminal, pickpocketing",,,,Q1392000
http://www.wikidata.org/entity/Q1783187,Artful Dodger,/m/016dxz,,"leader, pickpocketing",,,,Q1783187
http://www.wikidata.org/entity/Q7087902,Oliver Twist,/m/03bzqdd,,,,,,Q7087902
http://www.wikidata.org/entity/Q4428873,Sofya Semyonovna Marmeladova,/m/0h2z1cj,,prostitute,,,,Q4428873
http://www.wikidata.org/entity/Q7456474,Seth Gecko,/m/02wvrfz,,"habitual offender, murderer, gangster",,,,Q7456474
http://www.wikidata.org/entity/Q164061,Helen of Troy,/m/0h166,,,,,"Morraphius, Euphorion, Bunicus, Pleisthenes, Nicostratus, Helena, Thronius, Corythus, Idaeus, Hermione, Aethiolas, Aganus, Iphigenia",Q164061
http://www.wikidata.org/entity/Q660377,Jonathan Harker,/m/09gsz0,,"vampire hunter, real estate agent, solicitor",,,,Q660377
http://www.wikidata.org/entity/Q1622359,Abraham Van Helsing,/m/02y2tq,,"philosopher, university teacher, vampire hunter, physician, scientist",,,,Q1622359
http://www.wikidata.org/entity/Q2404481,Lucy Westenra,/m/090rcr,,socialite,,,,Q2404481
http://www.wikidata.org/entity/Q7994952,White Knight,/m/04lfrrf,,knight,,,,Q7994952
http://www.wikidata.org/entity/Q339289,J. R. Ewing,/m/04bbcs,,military personnel,,,John Ross Ewing III,Q339289
http://www.wikidata.org/entity/Q748978,Sue Ellen Ewing,/m/025stk3,,,,,John Ross Ewing III,Q748978
http://www.wikidata.org/entity/Q1863261,John Ross Ewing III,/m/0gg8bt_,,,,,,Q1863261
http://www.wikidata.org/entity/Q2654086,Lucy Ewing,/m/026cx18,,,,,,Q2654086
http://www.wikidata.org/entity/Q2668352,Mock Turtle,/m/03w996,,,,,,Q2668352
http://www.wikidata.org/entity/Q3286795,Christopher Ewing,/m/0gl02y3,,,,,,Q3286795
http://www.wikidata.org/entity/Q4695081,Ray Krebbs,/m/026d4xy,,cowboy,,,,Q4695081
http://www.wikidata.org/entity/Q5359112,Elena Ramos,/m/0hh57qx,,,,,,Q5359112
http://www.wikidata.org/entity/Q16991648,Marta Del Sol,/m/0hh57q_,,,,,,Q16991648
http://www.wikidata.org/entity/Q17091343,Harris Ryland,/m/0hh57r8,,,,,,Q17091343
http://www.wikidata.org/entity/Q2487157,Eon,/m/0ck927,,,,,Epoch,Q2487157
http://www.wikidata.org/entity/Q2834947,Max Tennyson,/m/05psrpp,,"mechanic, teacher, astronaut",,,,Q2834947
http://www.wikidata.org/entity/Q6880461,Mistress Quickly,/m/0h5lzs9,,,,,,Q6880461
http://www.wikidata.org/entity/Q598503,Wile E. Coyote,/m/05z5xd9,,,,,,Q598503
http://www.wikidata.org/entity/Q3266236,Count Dracula,/m/027dcbn,,"necromancer, alchemist, soldier, statesperson, magician",,,"Countess Marya Zaleska, Sibella, Eva, Count Alucard",Q3266236
http://www.wikidata.org/entity/Q6695752,Luc Deveraux,/m/0fp_855,,soldier,United States Army,,,Q6695752
