character,characterLabel,freebase_id,powers,occupation,affiliation,species,allies,wikidata_id
http://www.wikidata.org/entity/Q215681,Lancelot,/m/01438z,,"dragonslayer, knight",Knights of the Round Table,,Galahad,Q215681
http://www.wikidata.org/entity/Q321305,Morgan le Fay,/m/01zgn0,,,,,Ywain,Q321305
http://www.wikidata.org/entity/Q616658,Mr. Incredible,/m/08rksq,,claims adjuster,,,"Dash Parr, Violet Parr, Jack-Jack Parr",Q616658
http://www.wikidata.org/entity/Q719661,Jack O'Neill,/m/0pb2b,,"soldier, starship pilot, aircraft pilot","United States Air Force, SG-1",,,Q719661
http://www.wikidata.org/entity/Q826055,Daniel Jackson,/m/02qs1z,,"astrolinguist, anthropologist, archaeologist",SG-1,,,Q826055
http://www.wikidata.org/entity/Q2223341,Elizabeth Bennet,/m/073hbn,,gentlewoman,,,,Q2223341
http://www.wikidata.org/entity/Q2346685,Ra,/m/038rcl,,,,,,Q2346685
http://www.wikidata.org/entity/Q2485945,Anubis,/m/038rdq,,,,,,Q2485945
http://www.wikidata.org/entity/Q207369,Snoopy,/m/01hgpd,,,,,,Q207369
http://www.wikidata.org/entity/Q246384,Schroeder,/m/034dvq,,,,,,Q246384
http://www.wikidata.org/entity/Q507776,Pig-Pen,/m/03_yxg,,,,,,Q507776
http://www.wikidata.org/entity/Q844904,Elmer Fudd,/m/0mz80,,hunter,,,,Q844904
http://www.wikidata.org/entity/Q1014855,Dash Parr,/m/08rkkq,,schoolchild,,,,Q1014855
http://www.wikidata.org/entity/Q1070502,Shermy,/m/036fvd,,,,,,Q1070502
http://www.wikidata.org/entity/Q1084304,Violet Gray,/m/038604,,,,,,Q1084304
http://www.wikidata.org/entity/Q1084342,Patty,/m/042_c7,,,,,,Q1084342
http://www.wikidata.org/entity/Q1168491,Charlie Brown,/m/011j44,,American football player,,,,Q1168491
http://www.wikidata.org/entity/Q2135809,Frieda,/m/0386vc,,,,,,Q2135809
http://www.wikidata.org/entity/Q2351248,Linus van Pelt,/m/02zcd2,,,,,,Q2351248
http://www.wikidata.org/entity/Q2422491,Lucy van Pelt,/m/034dyb,,,,,,Q2422491
http://www.wikidata.org/entity/Q2481694,Sally Brown,/m/036g4x,,,,,,Q2481694
http://www.wikidata.org/entity/Q2779079,Jack-Jack Parr,/m/08gysz,,infant,,,,Q2779079
http://www.wikidata.org/entity/Q3134305,Elastigirl,/m/08dgr_,,superhero,,,"Jack-Jack Parr, Dash Parr, Violet Parr",Q3134305
http://www.wikidata.org/entity/Q3243369,Violet Parr,/m/06k0bf,,schoolchild,,,,Q3243369
http://www.wikidata.org/entity/Q17429397,,/m/05klqv,,,,,,Q17429397
http://www.wikidata.org/entity/Q52199584,Rick Dicker,/m/0c1mqdp,,,,,,Q52199584
http://www.wikidata.org/entity/Q52199712,Gilbert Huph,/m/0c1mqdc,,supervisor,,,,Q52199712
http://www.wikidata.org/entity/Q1168555,The Tin Man,/m/02jy7w,,"hairdresser, barber",,,,Q1168555
http://www.wikidata.org/entity/Q2060477,Sokka,/m/06y6f0,,"swordfighter, tribal chief, warrior, politician",,,,Q2060477
http://www.wikidata.org/entity/Q6068771,Irena Dubrovna,/m/03d2q7j,,,,,,Q6068771
http://www.wikidata.org/entity/Q122634,Robin Hood,/m/06j7x,,"swordfighter, thief, vigilante, archer",,,,Q122634
http://www.wikidata.org/entity/Q72706771,Chihiro Ogino,/m/0gnlh2,,"attendant, indentured servant, student",,,,Q72706771
http://www.wikidata.org/entity/Q72707072,Yubaba,/m/02nwml0,,,,,,Q72707072
http://www.wikidata.org/entity/Q88175723,Kamaji,/m/02nwmkr,,,,,,Q88175723
http://www.wikidata.org/entity/Q125097025,Haku,/m/02nwmkg,,,,,,Q125097025
http://www.wikidata.org/entity/Q868887,Matthew Scudder,/m/06kmss,,"police officer, private investigator",Alcoholics Anonymous,,,Q868887
http://www.wikidata.org/entity/Q6547460,Lila Crane,/m/02nwl2q,,vigilante,,,,Q6547460
http://www.wikidata.org/entity/Q2459577,Tulse Luper,/m/03sh3z,,,,,,Q2459577
http://www.wikidata.org/entity/Q107190,Peter Pan,/m/0267l4m,,,,,,Q107190
http://www.wikidata.org/entity/Q853847,Tinker Bell,/m/01pf51,,,,,,Q853847
http://www.wikidata.org/entity/Q1524560,Lost Boys,/m/0dt1y9,,,,,,Q1524560
http://www.wikidata.org/entity/Q13561019,Mr. Smee,/m/06txq3,,"sailor, pirate",,,,Q13561019
http://www.wikidata.org/entity/Q546616,Gertrude,/m/06hlgg,,,,,Prince Hamlet,Q546616
http://www.wikidata.org/entity/Q780191,Polonius,/m/01dc5b,,,,,"Ophelia, Laertes",Q780191
http://www.wikidata.org/entity/Q1800888,Ophelia,/m/01dbwx,,,,,,Q1800888
http://www.wikidata.org/entity/Q1811294,King Claudius,/m/05_v32,,,,,,Q1811294
http://www.wikidata.org/entity/Q1813659,The Ghost,/m/050rzs,,,,,Prince Hamlet,Q1813659
http://www.wikidata.org/entity/Q2447542,Prince Hamlet,/m/0261d9m,,,,,,Q2447542
http://www.wikidata.org/entity/Q2471533,Laertes,/m/01ddk5,,,,,,Q2471533
http://www.wikidata.org/entity/Q3140503,Horatio,/m/06cg2y,,,,,,Q3140503
http://www.wikidata.org/entity/Q4353475,Baroness,/m/08q2lt,,"terrorist, spy",Cobra Command,,,Q4353475
http://www.wikidata.org/entity/Q7627101,Stuart Smalley,/m/02wv81,,talk show host,,,,Q7627101
http://www.wikidata.org/entity/Q2542307,The Cowardly Lion,/m/02zqby,,"barber, hairdresser",,,,Q2542307
http://www.wikidata.org/entity/Q11991677,Nora Helmer,/m/02nw9fm,,,,,,Q11991677
http://www.wikidata.org/entity/Q385831,Pavel Chekov,/m/018msj,,"helmsman, military safety officer, executive officer, navigator",Starfleet Academy,,,Q385831
http://www.wikidata.org/entity/Q606202,Hikaru Sulu,/m/01_rgb,,"spaceship captain, starship pilot, swordfighter, helmsman",Starfleet,,Demora Sulu,Q606202
http://www.wikidata.org/entity/Q607489,Montgomery Scott,/m/026npn,,chief engineer,,,,Q607489
http://www.wikidata.org/entity/Q616755,Nyota Uhura,/m/012gkt,,"Communications Officer, linguist, public relations officer",Starfleet,,,Q616755
http://www.wikidata.org/entity/Q2905994,Blanche DuBois,/m/07847f,,,,,,Q2905994
http://www.wikidata.org/entity/Q3374172,Pee-wee Herman,/m/02p2b0f,,actor,,,,Q3374172
http://www.wikidata.org/entity/Q3496842,Stanley Kowalski,/m/03bhwh,,,,,,Q3496842
http://www.wikidata.org/entity/Q8022573,Willy Loman,/m/052l55q,,traveling salesperson,,,,Q8022573
http://www.wikidata.org/entity/Q16311,James T. Kirk,/m/0crtw,,"spaceship captain, tactician, explorer",,,David Marcus,Q16311
http://www.wikidata.org/entity/Q16341,Spock,/m/0f13t,,"science officer, time traveller, executive officer, diplomat, ambassador",Starfleet,,,Q16341
http://www.wikidata.org/entity/Q199796,Popeye,/m/05tjd,,sailor,,,,Q199796
http://www.wikidata.org/entity/Q246835,Trinity,/m/02ggn1,,"resistance fighter, revolutionary, security hacker, chief mate, military personnel",,,,Q246835
http://www.wikidata.org/entity/Q246870,Oracle,/m/02f8js,,"oracle, revolutionary",,,,Q246870
http://www.wikidata.org/entity/Q1059629,Swee'Pea,/m/0b40j8,,royalty,,,,Q1059629
http://www.wikidata.org/entity/Q1455086,Poopdeck Pappy,/m/09z0sb,,,,,Popeye,Q1455086
http://www.wikidata.org/entity/Q1616457,Mycroft Holmes,/m/01svhh,,official,Diogenes Club,,,Q1616457
http://www.wikidata.org/entity/Q1857616,J. Wellington Wimpy,/m/015mjb,,con artist,,,,Q1857616
http://www.wikidata.org/entity/Q1963886,Cypher,/m/05z1bcn,,resistance fighter,,,,Q1963886
http://www.wikidata.org/entity/Q2085488,Agent Smith,/m/01v5dj,,,,,,Q2085488
http://www.wikidata.org/entity/Q2519837,Bluto,/m/015mhm,,,,,,Q2519837
http://www.wikidata.org/entity/Q2531690,Olive Oyl,/m/015mgv,,actor,,,,Q2531690
http://www.wikidata.org/entity/Q2952066,Sea Hag,/m/09gjjgy,,"witch in a work of fiction, pirate",,,,Q2952066
http://www.wikidata.org/entity/Q3061384,Evelyn O'Connell,/m/02q86h3,,"egyptologist, librarian, archaeologist, writer",,,Alex O'Connell,Q3061384
http://www.wikidata.org/entity/Q40706529,Larry the Cucumber,/m/03mjmn,,,,,,Q40706529
http://www.wikidata.org/entity/Q108499395,Mouse,/m/0gl0rr6,,"resistance fighter, programmer",,,,Q108499395
http://www.wikidata.org/entity/Q12052414,Juror #8,/m/04wkgcx,,architect,,,,Q12052414
http://www.wikidata.org/entity/Q12052419,Juror #11,/m/04wkg99,,watchmaker,,,,Q12052419
http://www.wikidata.org/entity/Q211013,Hannibal Lecter,/m/0162dh,,"cannibal, serial killer, psychiatrist",,,,Q211013
http://www.wikidata.org/entity/Q2277080,Clarice Starling,/m/039zf2,,"FBI agent, special agent, offender profiler",Behavioral Analysis Unit,,,Q2277080
http://www.wikidata.org/entity/Q4572479,Mason Verger,/m/04hf5j,,chief executive officer,,,,Q4572479
http://www.wikidata.org/entity/Q601244,Guile,/m/02jgn9,,fighter pilot,,,,Q601244
http://www.wikidata.org/entity/Q1223440,Ryu,/m/02gnkg,,martial artist,,,,Q1223440
http://www.wikidata.org/entity/Q2074563,Cammy White,/m/03cx5h,,"spy, assassin, soldier, martial artist",,,,Q2074563
http://www.wikidata.org/entity/Q2265376,Akuma,/m/01t46s,,murderer,,,,Q2265376
http://www.wikidata.org/entity/Q2450317,Sakura Kasugano,/m/02xd3y,,,,,,Q2450317
http://www.wikidata.org/entity/Q3107323,Gouken,/m/05hqys,,martial artist,,,,Q3107323
http://www.wikidata.org/entity/Q4383562,Crimson Viper,/m/0gkxjl2,,intelligence agent,,,,Q4383562
http://www.wikidata.org/entity/Q11020382,Ken Masters,/m/02k51s,,,,,,Q11020382
http://www.wikidata.org/entity/Q272054,Guinevere,/m/0psrm,,queen,,,Lohot,Q272054
http://www.wikidata.org/entity/Q1809674,Granny,/m/03y15k,,,,,,Q1809674
http://www.wikidata.org/entity/Q626939,Jack Frost,/m/01pjzg,,,,,,Q626939
http://www.wikidata.org/entity/Q846982,tooth fairy,/m/012m64,,,,,,Q846982
http://www.wikidata.org/entity/Q2325522,Father Time,/m/019708,,,,,,Q2325522
http://www.wikidata.org/entity/Q158940,Bane,/m/0321b4,,"prison warden, assassin, martial artist, drug trafficker, supervillain, terrorist, criminal, bounty hunter, chemist","League of Assassins, Secret Six, Suicide Squad, Secret Society of Super Villains",,,Q158940
http://www.wikidata.org/entity/Q158952,Catwoman,/m/027j55,,"prostitute, martial artist, vigilante, thief, superhero","Injustice League, Justice League",,Helena Wayne,Q158952
http://www.wikidata.org/entity/Q159202,Lucius Fox,/m/03zql5,,"chemical engineer, software engineer, chief executive officer, inventor",Wayne Enterprises,,"Jace Fox, Luke Fox, Tamara Fox",Q159202
http://www.wikidata.org/entity/Q951483,Jasmine,/m/07y5rg,,,,,,Q951483
http://www.wikidata.org/entity/Q1358109,Aladdin,/m/0272l8m,,thief,,,,Q1358109
http://www.wikidata.org/entity/Q2331578,Jafar,/m/01k5k1,,vizier,,,Jay,Q2331578
http://www.wikidata.org/entity/Q2635399,Iago,/m/08kg1w,,,,,,Q2635399
http://www.wikidata.org/entity/Q3221604,The Peddler,/m/05t38pq,,peddler,,,,Q3221604
http://www.wikidata.org/entity/Q15605368,Sultan,/m/05t38p4,,,,,Badroulbadour,Q15605368
http://www.wikidata.org/entity/Q774810,Fantine,/m/02vkb9p,,"prostitute, assembly line worker",,,Cosette,Q774810
http://www.wikidata.org/entity/Q1065786,Judge Dredd,/m/04745,,Judge,,,,Q1065786
http://www.wikidata.org/entity/Q1156620,Jean Valjean,/m/02p0v89,,politician,,,,Q1156620
http://www.wikidata.org/entity/Q1634668,Marius Pontmercy,/m/025sdnt,,revolutionary,,,,Q1634668
http://www.wikidata.org/entity/Q2585477,Javert,/m/02p6rmt,,"police inspector, prison officer",,,,Q2585477
http://www.wikidata.org/entity/Q21197542,Emmanuelle,/m/059xlhw,,,,,,Q21197542
http://www.wikidata.org/entity/Q22350731,Cool Cat,/m/05mcq2,,,,,,Q22350731
http://www.wikidata.org/entity/Q85772276,Judge Dredd,/m/04745,,,,,,Q85772276
http://www.wikidata.org/entity/Q726308,Lyta Alexander,/m/02qws0,,,Psi Corps,,,Q726308
http://www.wikidata.org/entity/Q1035128,Captain Hook,/m/0js_j,,"swordfighter, pirate, sailor",,,,Q1035128
http://www.wikidata.org/entity/Q2477069,Jeffrey Sinclair,/m/03f10v,,soldier,,,,Q2477069
http://www.wikidata.org/entity/Q2715128,Londo Mollari,/m/02r8d_,,"ruler, diplomat",,,,Q2715128
http://www.wikidata.org/entity/Q2749247,Wendy Darling,/m/025tvd2,,,,,Jane,Q2749247
http://www.wikidata.org/entity/Q3080340,Delenn,/m/02xp2s,,,Grey Council,,David Sheridan,Q3080340
http://www.wikidata.org/entity/Q3306847,G'Kar,/m/02vw72,,politician,,,,Q3306847
http://www.wikidata.org/entity/Q3567245,Wendy Darling,/m/025tvd2,,,,,Jane,Q3567245
http://www.wikidata.org/entity/Q3622593,Michael Garibaldi,/m/02mtnd,,,,,,Q3622593
http://www.wikidata.org/entity/Q3851794,Mathayus,/m/03cl_5y,,"warrior, mercenary",,,,Q3851794
http://www.wikidata.org/entity/Q5730857,Bob Wiley,/m/0gyh3h_,,,,,,Q5730857
http://www.wikidata.org/entity/Q5933168,John Darling,/m/027tbxw,,,,,,Q5933168
http://www.wikidata.org/entity/Q125740963,Dr. Leo Marvin,/m/0h2c01s,,,,,,Q125740963
http://www.wikidata.org/entity/Q1115385,Wally Walrus,/m/02qjwvf,,,,,,Q1115385
http://www.wikidata.org/entity/Q2849160,Andy Panda,/m/06pd9x,,,,,,Q2849160
http://www.wikidata.org/entity/Q738325,Bianca Castafiore,/m/01v9ph,,bel canto singer,,,,Q738325
http://www.wikidata.org/entity/Q1640063,Captain Haddock,/m/01rkyq,,"rentier, ship captain, astronaut",,,,Q1640063
http://www.wikidata.org/entity/Q2150767,Nestor,/m/0b4j93,,butler,,,,Q2150767
http://www.wikidata.org/entity/Q2590055,Jane Eyre,/m/02pjpxw,,governess,,,,Q2590055
http://www.wikidata.org/entity/Q3827038,Red Rackham,/m/0d1b78,,pirate,,,,Q3827038
http://www.wikidata.org/entity/Q63801365,George J. McKenna III,/m/0gxszjy,,head teacher,,,,Q63801365
http://www.wikidata.org/entity/Q105195590,Mr. Rochester,/m/04szx_k,,landlord,,,,Q105195590
http://www.wikidata.org/entity/Q52986,Tintin,/m/057fvd,,"journalist, sailor, reporter, astronaut",,,,Q52986
http://www.wikidata.org/entity/Q2053228,Bishop Myriel,/m/03cfzl6,,"Catholic bishop, Catholic priest",,,,Q2053228
http://www.wikidata.org/entity/Q2453276,Cosette,/m/025sdnf,,,,,,Q2453276
http://www.wikidata.org/entity/Q2748568,Éponine,/m/025ry9p,,,,,,Q2748568
http://www.wikidata.org/entity/Q2778291,Enjolras,/m/02vqq_p,,revolutionary,,,,Q2778291
http://www.wikidata.org/entity/Q2875111,Azelma,/m/0gkbk5j,,,,,,Q2875111
http://www.wikidata.org/entity/Q73823,Harry Callahan,/m/0966bs,,"vigilante, detective",United States Marine Corps,,,Q73823
http://www.wikidata.org/entity/Q18964672,,/m/0hdty3m,,police officer,,,,Q18964672
http://www.wikidata.org/entity/Q9300158,Mia Toretto,/m/05_5rc8,,,,,,Q9300158
http://www.wikidata.org/entity/Q19572313,Judah Ben-Hur,/m/02nwbqr,,"charioteer, galley slave",,,,Q19572313
http://www.wikidata.org/entity/Q308950,Ash Ketchum,/m/02bl6q,,Pokémon trainer,,,,Q308950
http://www.wikidata.org/entity/Q844940,Charizard,/m/09l5c,,,,,,Q844940
http://www.wikidata.org/entity/Q845294,Squirtle,/m/015w32,,,,,,Q845294
http://www.wikidata.org/entity/Q877650,Meowth,/m/02bl0n,,,,,,Q877650
http://www.wikidata.org/entity/Q960615,Wigglytuff,/m/01swhp,,,,,,Q960615
http://www.wikidata.org/entity/Q1057356,Misty,/m/021zt5,,"Pokémon gym leader, Pokémon trainer",,,,Q1057356
http://www.wikidata.org/entity/Q2141803,Mewtwo,/m/014wp5,,,,,,Q2141803
http://www.wikidata.org/entity/Q10855992,Meowth,/m/02bl0n,,,Team Rocket,,,Q10855992
http://www.wikidata.org/entity/Q12342580,Mew,/m/0279f9,,,,,,Q12342580
http://www.wikidata.org/entity/Q9351,Pikachu,/m/01nrwb,,,,,,Q9351
http://www.wikidata.org/entity/Q2308402,Bambi,/m/026xyw9,,,,,,Q2308402
http://www.wikidata.org/entity/Q2915850,Thumper,/m/027248w,,,,,,Q2915850
http://www.wikidata.org/entity/Q3109728,Godefroy de Montmirail,/m/0h2x178,,,,,,Q3109728
http://www.wikidata.org/entity/Q9184414,Candyman,/m/03d04r9,,murderer,,,,Q9184414
http://www.wikidata.org/entity/Q27688665,Bambi,/m/026xyw9,,,,,,Q27688665
http://www.wikidata.org/entity/Q131651,Elektra,/m/0ktz6,,,,,"Medon, Strophius",Q131651
http://www.wikidata.org/entity/Q192407,Orestes,/m/0kc83,,,,,"Tisamenus, Penthilus",Q192407
http://www.wikidata.org/entity/Q742298,Devastator,/m/03bxb5n,,,,,,Q742298
http://www.wikidata.org/entity/Q784800,Jetfire,/m/05rhws,,,,,,Q784800
http://www.wikidata.org/entity/Q1139154,Fallen,/m/073mhn,,,,,,Q1139154
http://www.wikidata.org/entity/Q1202259,Arcee,/m/03dzt5,,,,,,Q1202259
http://www.wikidata.org/entity/Q2662276,Mudflap,/m/07dlf2,,construction worker,,,,Q2662276
http://www.wikidata.org/entity/Q3124833,Mikaela Banes,/m/0642y1r,,high school student,,,,Q3124833
http://www.wikidata.org/entity/Q17239452,,/m/0c9xhx,,,,,,Q17239452
http://www.wikidata.org/entity/Q43379091,Electra,/m/0ktz6,,,,,,Q43379091
http://www.wikidata.org/entity/Q2024961,Bill Tanner,/m/062g73,,military chief of staff,,,,Q2024961
http://www.wikidata.org/entity/Q3622722,Aristotle Kristatos,/m/05twlg,,"smuggler, spy, soldier",,,,Q3622722
http://www.wikidata.org/entity/Q5201145,Cyrus Smith,/m/03dnn5,,"railway engineer, soldier",,,,Q5201145
http://www.wikidata.org/entity/Q18244930,Countess Lisl von Schlaf,/m/0gz3gg,,prostitute,,,,Q18244930
http://www.wikidata.org/entity/Q20008254,Erich Kriegler,/m/05kn_n8,,,,,,Q20008254
http://www.wikidata.org/entity/Q21685021,Milos Columbo,/m/05kn_m7,,smuggler,,,,Q21685021
http://www.wikidata.org/entity/Q48891550,Luigi Ferrara,/m/07vzmxv,,,,,,Q48891550
http://www.wikidata.org/entity/Q573122,Frau Farbissina,/m/06ltj_,,henchperson,,,Scott Evil,Q573122
http://www.wikidata.org/entity/Q1284314,Mini-Me,/m/03z6_2,,,,,,Q1284314
http://www.wikidata.org/entity/Q7436303,Scott Evil,/m/049_xq,,,,,,Q7436303
http://www.wikidata.org/entity/Q11327311,Herbert West,/m/048s8n,,scientist,,,,Q11327311
http://www.wikidata.org/entity/Q430599,Dr. Evil,/m/02t1j5,,"supervillain, physician",,,Scott Evil,Q430599
http://www.wikidata.org/entity/Q2071380,Austin Powers,/m/0980w,,spy,,,,Q2071380
http://www.wikidata.org/entity/Q124823442,Neil Sutherland,/m/05p64n4,,,,,,Q124823442
http://www.wikidata.org/entity/Q2538485,Alex,/m/03lh10,,hooligan,,,,Q2538485
http://www.wikidata.org/entity/Q190679,Captain America,/m/025dp,,military personnel,"S.H.I.E.L.D., Avengers, United States Army",,,Q190679
http://www.wikidata.org/entity/Q500589,Herman Munster,/m/03qc87r,,gravedigger,,,Eddie Munster,Q500589
http://www.wikidata.org/entity/Q2110866,Virgil Tibbs,/m/0g0pzc,,"police detective, police officer",,,,Q2110866
http://www.wikidata.org/entity/Q4986042,Buford T. Justice,/m/07c63s,,sheriff,,,,Q4986042
http://www.wikidata.org/entity/Q611873,Bo Duke,/m/073965,,,,,,Q611873
http://www.wikidata.org/entity/Q963186,Luke Duke,/m/0765h3,,,,,,Q963186
http://www.wikidata.org/entity/Q1152213,Tony Tony Chopper,/m/02ztj_,,"pirate, physician",Straw Hat Pirates,,,Q1152213
http://www.wikidata.org/entity/Q1776723,Daisy Duke,/m/02qnzg,,,,,,Q1776723
http://www.wikidata.org/entity/Q2071077,Agent K,/m/0fnv21,,"postal worker, intelligence agent",,,,Q2071077
http://www.wikidata.org/entity/Q2911540,Boss Hogg,/m/069qj0,,politician,,,,Q2911540
http://www.wikidata.org/entity/Q2996694,Cooter Davenport,/m/08712w,,mechanic,,,,Q2996694
http://www.wikidata.org/entity/Q3054521,Enos Strate,/m/081x85,,,,,,Q3054521
http://www.wikidata.org/entity/Q3177609,Jesse Duke,/m/0bcz3j,,rum-runner,,,,Q3177609
http://www.wikidata.org/entity/Q3390587,Agent J,/m/0fnv5w,,"police detective, intelligence agent",,,,Q3390587
http://www.wikidata.org/entity/Q3442316,Rosco P. Coltrane,/m/05rsc_,,,,,,Q3442316
http://www.wikidata.org/entity/Q3680572,Cletus Hogg,/m/0bxcc6,,police officer,,,,Q3680572
http://www.wikidata.org/entity/Q3751953,Frank the Pug,/m/02pj070,,,,,,Q3751953
http://www.wikidata.org/entity/Q3870078,Nana Osaki,/m/0cws5y,,,,,,Q3870078
http://www.wikidata.org/entity/Q209092,V,/m/0c8k7j,,"anarchist, swordfighter, freedom fighter, mass murderer, activist, martial artist, revolutionary, superhero, security hacker, vigilante",,,,Q209092
http://www.wikidata.org/entity/Q1074019,Evey Hammond,/m/0c97d9,,"prostitute, activist, revolutionary, vigilante",,,,Q1074019
http://www.wikidata.org/entity/Q2082223,John McClane,/m/08vxsb,,"police detective, vigilante",,,"Jack McClane, Lucy McClane",Q2082223
http://www.wikidata.org/entity/Q2824013,Adam Susan,/m/0f9khr,,"mass murderer, politician",Norsefire,,,Q2824013
http://www.wikidata.org/entity/Q18278669,,/m/0ghf3dx,,,,,,Q18278669
http://www.wikidata.org/entity/Q18545687,Hans Gruber,/m/07wb8z,,thief,,,,Q18545687
http://www.wikidata.org/entity/Q124983720,Malèna Scordia,/m/0gxt1pk,,,,,,Q124983720
http://www.wikidata.org/entity/Q125445994,Nicky Santoro,/m/0g_7v8r,,"crime boss, mobster",,,,Q125445994
http://www.wikidata.org/entity/Q177413,demon,/m/029m8,,,,,,Q177413
http://www.wikidata.org/entity/Q3735317,Mary Poppins,/m/026sznm,,nanny,,,,Q3735317
http://www.wikidata.org/entity/Q500418,Lily Munster,/m/0dgbbf,,,,,Eddie Munster,Q500418
http://www.wikidata.org/entity/Q500429,Marilyn Munster,/m/03qcbg3,,,,,,Q500429
http://www.wikidata.org/entity/Q500435,Eddie Munster,/m/0dgbjq,,,,,,Q500435
http://www.wikidata.org/entity/Q2284795,Mrs. Potts,/m/02vw823,,housekeeper,,,Chip,Q2284795
http://www.wikidata.org/entity/Q2559802,Beast,/m/0fl8ng,,,,,Ben,Q2559802
http://www.wikidata.org/entity/Q10322723,Macbeth,/m/026hsqh,,"soldier, murderer, swordfighter",,,,Q10322723
http://www.wikidata.org/entity/Q3478091,Selene,/m/0bcby1,,"werewolf hunter, warrior",,,Eve,Q3478091
http://www.wikidata.org/entity/Q210593,Luigi,/m/0kzwm,,plumber,,,,Q210593
http://www.wikidata.org/entity/Q845864,Bowser,/m/0k_8p,,,,,"Roy Koopa, Lemmy Koopa, Ludwig von Koopa, Larry Koopa, Morton Koopa Jr., Wendy O. Koopa, Iggy Koopa, Bowser Jr.",Q845864
http://www.wikidata.org/entity/Q12379,Mario,/m/0kzx2,,"carpenter, plumber",,,,Q12379
http://www.wikidata.org/entity/Q1977348,Renfield,/m/02zz92,,,,,,Q1977348
http://www.wikidata.org/entity/Q853073,Lois Griffin,/m/03pcqz,,housewife,,,"Chris Griffin, Meg Griffin, Stewie Griffin",Q853073
http://www.wikidata.org/entity/Q908772,Meg Griffin,/m/035szd,,high school student,,,,Q908772
http://www.wikidata.org/entity/Q925989,Chris Griffin,/m/02m2hd,,high school student,,,,Q925989
http://www.wikidata.org/entity/Q2281514,Johanna,/m/03gn25s,,,,,,Q2281514
http://www.wikidata.org/entity/Q2533423,Kelly Taylor,/m/09_2kn,,,,,,Q2533423
http://www.wikidata.org/entity/Q3605467,Adolfo Pirelli,/m/04cvyg8,,con artist,,,,Q3605467
http://www.wikidata.org/entity/Q3769132,Judge Turpin,/m/0411msg,,,,,,Q3769132
http://www.wikidata.org/entity/Q3855390,,/m/04f5p1j,,,,,,Q3855390
http://www.wikidata.org/entity/Q3992105,Tobias Ragg,/m/0410w8z,,,,,,Q3992105
http://www.wikidata.org/entity/Q4671414,Adam West,/m/0ddtn4,,politician,,,,Q4671414
http://www.wikidata.org/entity/Q6096180,Ivan Dragomiloff,/m/03m1gm,,,,,,Q6096180
http://www.wikidata.org/entity/Q7456669,Sethurama Iyer,/m/02r6jwy,,,,,,Q7456669
http://www.wikidata.org/entity/Q126023477,Evolet,/m/0hnclrc,,,,,,Q126023477
http://www.wikidata.org/entity/Q657403,Jacob Marley,/m/05hq8k,,accountant,,,,Q657403
http://www.wikidata.org/entity/Q1067723,Inspector Lestrade,/m/04mb4l,,detective,,,,Q1067723
http://www.wikidata.org/entity/Q4081374,Becky Thatcher,/m/0gxr1y2,,,,,,Q4081374
http://www.wikidata.org/entity/Q51748,Mara Jade,/m/0jfmd,,"starship pilot, assassin, spy, hunter, waiter, Jedi","New Jedi Order, Emperor's Hand",,Ben Skywalker,Q51748
http://www.wikidata.org/entity/Q51790,Boba Fett,/m/0ddrt,,"starship pilot, bounty hunter",,,,Q51790
http://www.wikidata.org/entity/Q717588,Thor,/m/0fl9gg,,,Avengers,,Torunn,Q717588
http://www.wikidata.org/entity/Q1139706,Heimdall,/m/07dms_,,,,,,Q1139706
http://www.wikidata.org/entity/Q1147326,Loki,/m/05pnb1,,,,,"Fenris Wolf, Midgard Serpent",Q1147326
http://www.wikidata.org/entity/Q1319513,Odin,/m/03xm2j,,,,,"Balder, Loki, Thor",Q1319513
http://www.wikidata.org/entity/Q1369292,Phil Coulson,/m/0dgb7kk,,field agent,,,,Q1369292
http://www.wikidata.org/entity/Q1370752,Jane Foster,/m/0dttll,,nurse,,,,Q1370752
http://www.wikidata.org/entity/Q2001628,Sif,/m/09mnx6,,,,,Torunn,Q2001628
http://www.wikidata.org/entity/Q3087835,Frigga,/m/0dtd_6,,,,,"Hermod, Tyr, Balder, Angela, Loki, Thor",Q3087835
http://www.wikidata.org/entity/Q3543614,Hogun,/m/09hgsy,,,Warriors Three,,,Q3543614
http://www.wikidata.org/entity/Q3545295,Fandral,/m/09hgp2,,,Warriors Three,,,Q3545295
http://www.wikidata.org/entity/Q4411755,Ymir,/m/0bgcn_,,,,,,Q4411755
http://www.wikidata.org/entity/Q6122585,Scott Pilgrim,/m/09xg2sj,,"musician, dishwasher",,,,Q6122585
http://www.wikidata.org/entity/Q7940698,Volstagg,/m/09hgm0,,,Warriors Three,,,Q7940698
http://www.wikidata.org/entity/Q21042559,Darcy Lewis,/m/0dgb7l8,,astrophysicist,S.W.O.R.D.,,,Q21042559
http://www.wikidata.org/entity/Q19095,Hawkeye,/m/034qd2,,archer,,,,Q19095
http://www.wikidata.org/entity/Q2713404,Nancy Thompson,/m/0c6br4,,"graduate student, costume designer, researcher, high school student, waiter",,,,Q2713404
http://www.wikidata.org/entity/Q2916413,Lord Farquaad,/m/06fg27,,monarch,,,,Q2916413
http://www.wikidata.org/entity/Q3148769,Illya Kuryakin,/m/04_1k0s,,spy,"U.N.C.L.E., KGB",,,Q3148769
