freebase_id,character_name_lst,occupation_lst,affiliation_lst,allies_lst,wikidata_id_lst
/m/01545h,['Zorro'],"['vigilante', 'outlaw', 'socialite', 'human rights activist', 'swordfighter']",[],['Elena de la Vega'],['Q226822']
/m/015br4,['Big Bird'],[],[],[],['Q242562']
/m/015dxd,['Knuckles the Echidna'],[],[],[],['Q904189']
/m/015jby,['Rogue'],"['mechanic', 'terrorist', 'supervillain', 'waiter', 'superhero']","['Brotherhood of Mutants', 'Uncanny Avengers', 'X-Men', 'X-Treme Sanctions Executive', 'X-Treme X-Men']",['Magnus Lehnsherr'],['Q838097']
/m/015mgv,['Olive Oyl'],['actor'],[],[],['Q2531690']
/m/015mhm,['Bluto'],[],[],[],['Q2519837']
/m/015mjb,['J. Wellington Wimpy'],['con artist'],[],[],['Q1857616']
/m/015w32,['Squirtle'],[],[],[],['Q845294']
/m/015w6q,['Barbie'],[],[],[],['Q167447']
/m/015w8l,['Arabella Figg'],['dealer'],['Order of the Phoenix'],[],['Q774644']
/m/0160y_,['Ken Willson'],[],[],[],['Q737939']
/m/0162dh,['Hannibal Lecter'],"['serial killer', 'psychiatrist', 'cannibal']",[],[],['Q211013']
/m/016dxz,['Artful Dodger'],"['leader', 'pickpocketing']",[],[],['Q1783187']
/m/016mqv,['Trillian'],"['mathematician', 'astrophysicist', 'reporter']",[],['Alea Dent'],['Q959519']
/m/016whg,['envy'],[],[],[],['Q188739']
/m/016xkm,['Penny Proud'],[],[],[],['Q10348330']
/m/017lbn,['Milhouse Van Houten'],"['actor', 'elementary school student']",[],[],['Q1514450']
/m/017pvf,['Hikaru Genji'],[],[],"['Reizei Emperor', 'Yūgiri', 'Akashi no himegimi']",['Q997646']
/m/0184s5,['The Hatter'],[],[],[],['Q864751']
/m/018dy,['Barb Wire'],"['murderer', 'superhero', 'bounty hunter', 'motorcyclist']",[],[],['Q1776215']
/m/018lh5,['Black Knight'],['guard'],[],[],['Q2963019']
/m/018msj,['Pavel Chekov'],"['navigator', 'executive officer', 'military safety officer', 'helmsman']",['Starfleet Academy'],[],['Q385831']
/m/018mw9,['Zefram Cochrane'],['inventor'],[],[],['Q23000']
/m/018y62,['Pebbles Flintstone'],[],[],"['Chip Rubble', 'Roxy Rubble']",['Q6270587']
/m/01960s,['Deadpool'],"['mercenary', 'soldier']","['Frightful Four', 'and Lake', 'Thunderbolts', 'United States Army Special Forces', 'Defenders', 'Great Lakes Avengers', 'Landau', 'X-Force', 'Luckman', 'Mercs for Money', 'S.H.I.E.L.D.', 'Heroes for Hire', 'X-Men', 'Six Pack', 'Weapon X', 'Avengers']",[],['Q1631090']
/m/019708,['Father Time'],[],[],[],['Q2325522']
/m/01971v,['Long John Silver'],"['sailor', 'cook', 'pirate']",[],[],['Q1428628']
/m/019c32,['Mr. Snuffleupagus'],[],[],[],['Q6929202']
/m/019xcj,['Lana Lang'],"['vigilante', 'businessperson', 'chief operating officer', 'martial artist', 'electrical engineer', 'news presenter', 'high school student', 'reporter', 'waiter', 'manager', 'superhero', 'television critic', 'university student', 'cheerleader']","['Daily Planet', 'Daily Star', 'LCorp']",[],"['Q726851', 'Q944728']"
/m/019xlb,['Quark'],"['businessperson', 'arms trader', 'con artist', 'bartender', 'bar manager']",[],[],['Q2473641']
/m/01_7kc,['Mamoru Chiba'],"['swordfighter', 'university student', 'warrior', 'high school student']",[],['Chibiusa'],['Q863046']
/m/01_82p,['Eddie Brock'],"['vigilante', 'reporter', 'supervillain', 'superhero', 'government agent']","['Savage Six', 'Revengers', 'Sinister Six', 'Defenders']",[],['Q2604715']
/m/01_f41,['Monkey D. Luffy'],"['ship captain', 'pirate']","['Four Emperors', 'Straw Hat Pirates']",[],['Q477948']
/m/01_kmm,['Magneto'],"['spy', 'head teacher', 'orderly', 'ruler']","['New Mutants', 'Brotherhood of Mutants', 'Acolytes', 'Savage Land Mutates', 'X-Men', 'Hellfire Club', 'Excalibur']","['Magnus Lehnsherr', 'Scarlet Witch', 'Polaris', 'Quicksilver', 'Anya Eisenhardt']",['Q840291']
/m/01_rgb,['Hikaru Sulu'],"['swordfighter', 'starship pilot', 'helmsman', 'spaceship captain']",['Starfleet'],['Demora Sulu'],['Q606202']
/m/01_yl0,['Olympe Maxime'],[],[],[],['Q1261224']
/m/01b92f,['Ned Flanders'],"['head teacher', 'merchant']",[],"['Rod Flanders', 'Todd Flanders']",['Q1158157']
/m/01bxw3,['Private Snafu'],['soldier'],[],[],['Q1141955']
/m/01c130,['Bosko'],[],[],[],['Q2483037']
/m/01c3l5,['Felix the Cat'],[],[],[],['Q692603']
/m/01c41d,['Philip Marlowe'],"['private investigator', 'chess player']",[],[],['Q623732']
/m/01c5hx,['Yosemite Sam'],"['cowboy', 'gunfighter']",[],[],['Q1248567']
/m/01c9kd,['Charlie Dog'],[],[],[],['Q7886557']
/m/01ccnh,['He-Man'],"['swordfighter', 'warrior']",['Heroic Warriors'],[],['Q550404']
/m/01cgv4,['Tasmanian Devil'],[],[],[],['Q887525']
/m/01ch4s,['Lady Jessica'],[],['Bene Gesserit'],"['Paul Atreides', 'Alia Atreides']",['Q2724114']
/m/01cjzl,['Woody Woodpecker'],[],[],[],['Q741321']
/m/01crbl,['Gabby Goat'],[],[],[],['Q22350750']
/m/01csv0,['Witch Hazel'],['witch in a work of fiction'],[],[],['Q1995249']
/m/01ctrf,['Remus Lupin'],"['professor', 'vigilante', 'school teacher']","['Order of the Phoenix', 'Marauders', 'Gryffindor']",['Ted Lupin'],['Q208657']
/m/01cvrr,['Betty Boop'],[],[],[],['Q583810']
/m/01d5g,['Batman'],"['vigilante', 'businessperson', 'martial artist', 'philanthropist', 'superhero', 'chief executive officer', 'detective']","['Justice League', 'Batmen of All Nations', 'Outsiders', 'Batman Incorporated', 'Wayne Enterprises']","['Jason Todd', 'Tim Drake', 'Helena Wayne', 'Damian Wayne', 'Cassandra Cain', 'Dick Grayson']",['Q2695156']
/m/01d6z,['Baldrick'],[],[],[],['Q1130740']
/m/01dbwx,['Ophelia'],[],[],[],['Q1800888']
/m/01dc5b,['Polonius'],[],[],"['Ophelia', 'Laertes']",['Q780191']
/m/01ddk5,['Laertes'],[],[],[],['Q2471533']
/m/01dkj9,['Fleur Delacour'],"['student', 'employee']",['Order of the Phoenix'],"['Victoire Weasley', 'Dominique Weasley', 'Louis Weasley']",['Q719274']
/m/01drl6,['Perseus'],[],[],"['Heleus', 'Alcaeus', 'Erythras', 'Electryon', 'Mestor', 'Perses', 'Sthenelus', 'Erythra', 'Gorgophone', 'Autochthe', 'Cynurus']",['Q130832']
/m/01f4z_,['Green Hornet'],"['vigilante', 'newspaper proprietor', 'superhero', 'detective']",[],[],['Q1510225']
/m/01f6_6,['Jiminy Cricket'],"['conscience', 'teacher']",[],[],['Q1028714']
/m/01ftqd,['Mr. Burns'],"['business magnate', 'businessperson']",[],"['Larry Burns', 'Bart Simpson']",['Q716636']
/m/01fy35,['Narcissa Malfoy'],[],"['Slytherin', 'Death Eater']",['Draco Malfoy'],['Q1250338']
/m/01g5h_,['Slowpoke Rodriguez'],[],[],[],['Q11688776']
/m/01g_93,['Caliban'],[],[],[],['Q533120']
/m/01gf9c,['Winston Smith'],"['diarist', 'records manager', 'revolutionary', 'civil servant', 'archivist']",[],[],['Q11428966']
/m/01gfdz,['Colossus'],"['student', 'superhero', 'painter', 'farmer']","['Acolytes', 'Defenders', 'X-Men', 'X-Force', 'Excalibur']",[],['Q60002']
/m/01ghsc,['Ishmael'],"['sailor', 'whaler']",[],[],['Q6080485']
/m/01h2r6,['Sailor Mars'],"['exorcist', 'archer', 'student', 'warrior', 'miko']",[],[],['Q840529']
/m/01h4t2,"['Miles ""Tails"" Prower']","['aircraft pilot', 'mechanic']",[],[],['Q194135']
/m/01h7l3,['Yogi Bear'],['thief'],[],['Little Yogi Bear'],['Q949916']
/m/01hfdv,['Strawberry Shortcake'],[],[],[],['Q990035']
/m/01hgpd,['Snoopy'],[],[],[],['Q207369']
/m/01hk60,['Miss Moneypenny'],['secretary'],"[""Women's Royal Naval Service""]",[],['Q211414']
/m/01hl2h,['Big Bad Wolf'],[],[],[],['Q2367867']
/m/01hmvs,['Neo'],"['security hacker', 'software engineer', 'military personnel', 'revolutionary', 'freedom fighter']",[],[],['Q247120']
/m/01htfz,['Storm'],"['thief', 'gladiator', 'superhero', 'student']","['Morlocks', 'X-Men', 'X-Treme Sanctions Executive', 'Hellfire Club', 'The Fantastic Four']",[],['Q632212']
/m/01htk9,['Gambit'],"['thief', 'superhero']","['Horsemen of Apocalypse', 'Marauders', ""Thieves' guild"", 'Knights of X', 'X-Men', 'X-Treme Sanctions Executive']",[],['Q2639150']
/m/01hvfh,['president of the senate'],[],[],[],['Q2269913']
/m/01hvmp,['Telly Monster'],[],[],[],['Q2524991']
/m/01hvvg,['Timmy Turner'],['schoolchild'],[],[],['Q2525182']
/m/01j66t,['Human Torch'],"['mechanic', 'motorcyclist', 'circus performer', 'firefighter', 'astronaut', 'superhero', 'racing automobile driver', 'actor', 'chief financial officer']","['Fantastic Force', 'Uncanny Avengers', 'Secret Avengers', 'Fantastic Four Incorporated', 'The Fantastic Four', 'Future Foundation']",[],['Q584585']
/m/01j8n4,['Invisible Woman'],"['substitute teacher', 'student', 'adventurer', 'model', 'superhero', 'actor']","['Lady Liberators', 'Secret Avengers', 'Fantastic Four Incorporated', 'S.H.I.E.L.D.', 'The Fantastic Four', 'Avengers', 'Future Foundation']","['Franklin Richards', 'Valeria Richards']",['Q510450']
/m/01j_g,['Banquo'],['swordfighter'],[],['Fleance'],['Q806945']
/m/01jc7z,['Ron Kovic'],"['peace activist', 'autobiographer', 'writer', 'veteran', 'political activist', 'screenwriter']",[],[],['Q530602']
/m/01jcq_,['Porthos'],"['musketeer', 'fencer']",[],[],['Q936529']
/m/01jcs2,['Athos'],"['musketeer', 'fencer']",[],['Raoul de Bragelonne'],['Q1649854']
/m/01jcth,['Aramis'],"['musketeer', 'fencer', 'abbé']",[],[],['Q1773077']
/m/01jf3m,['Mystique'],"['terrorist', 'private investigator', 'supervillain', 'mercenary', 'model', 'superhero', 'actor', 'journalist']","['Defense Advanced Research Projects Agency', 'Brotherhood of Mutants', 'Marauders', 'X-Factor', 'X-Corps', 'Freedom Force', 'X-Men', 'Dark X-Men']","['Nightcrawler', 'Rogue', 'Graydon Creed']",['Q737236']
/m/01jgw_,['Mouth of Sauron'],[],[],[],['Q261584']
/m/01jjjc,['Anne Shirley'],"['school teacher', 'writer']",[],"['Jem Blythe', 'Joyce Blythe', 'Shirley Blythe', 'Anne ""Nan” Blythe', 'Rilla Blythe', 'Diana ""Di” Blythe', 'Walter Blythe']",['Q771213']
/m/01jrkt,['Iago'],[],[],[],['Q1655364']
/m/01jtv6,['Master Roshi'],['martial arts teacher'],['Z-Fighters'],[],['Q1752065']
/m/01jycs,['Ralph Wiggum'],['elementary school student'],[],[],['Q1458168']
/m/01k32j,['Gohan'],"['swordfighter', 'student', 'pacifist', 'researcher']",['Z-Fighters'],['Pan'],['Q752269']
/m/01k51k,['Watto'],[],[],[],['Q51801']
/m/01k5k1,['Jafar'],['vizier'],[],['Jay'],['Q2331578']
/m/01k9ks,['Max Goof'],[],[],[],['Q1141437']
/m/01kdgk,['T-1000'],"['time traveller', 'assassin']",[],[],['Q2327890']
/m/01kf53,['Frieza'],['fictional tyrant'],['Frieza Force'],[],['Q757313']
/m/01kg7x,['Neville Longbottom'],"['professor', 'school teacher', 'student', 'auror']","['The Slug Club', ""Dumbledore's Army"", 'Gryffindor']",[],['Q190366']
/m/01krd2g,['Timbuk3'],[],[],[],['Q376867']
/m/01ksvs,['Vegeta'],[],['Z-Fighters'],"['Trunks', 'Bra']",['Q180916']
/m/01kxt_,['Desdemona'],[],[],[],['Q3272719']
/m/01l7gv,['Jimmy Olsen'],"['reporter', 'photographer']",['Daily Planet'],[],['Q1689418']
/m/01l9j2,['Dolores Umbridge'],"['professor', 'school teacher']",['Wizengamot'],[],['Q716941']
/m/01l9x0,['Barliman Butterbur'],['bartender'],[],[],['Q1089083']
/m/01lcr5,['Minerva McGonagall'],"['professor', 'school teacher', 'head teacher', 'employee']","['Order of the Phoenix', 'Gryffindor']",[],['Q192179']
/m/01ldqd,['Don Juan'],['promiscuity'],[],[],['Q210372']
/m/01lgbz,['Sirius Black'],['vigilante'],"['Order of the Phoenix', 'Marauders', 'Gryffindor']",[],['Q713701']
/m/01lgj0,['Kyle Broflovski'],['schoolchild'],[],[],['Q47345']
/m/01lhm2,['Fagin'],"['pickpocketing', 'criminal', 'con artist', 'fence']",[],[],['Q1392000']
/m/01ll6n,['Maciste'],[],[],[],['Q332436']
/m/01lr7g,['Wendy Testaburger'],['elementary school student'],[],[],['Q47788']
/m/01lvxc,['Hrothgar'],[],[],"['Freawaru', 'Hroðmund', 'Hreðric']",['Q1353836']
/m/01lxy7,['M'],[],[],[],['Q246154']
/m/01m02k,['Nymphadora Tonks'],['auror'],"['Hufflepuff', 'Order of the Phoenix', ""Dumbledore's Army""]",['Ted Lupin'],['Q715312']
/m/01m1mn,['Tom Thumb'],[],[],[],['Q16384841']
/m/01m1py,['Broly'],[],[],[],['Q2616813']
/m/01m2gl,['Sailor Pluto'],"['warrior', 'nurse']",[],[],['Q912969']
/m/01mr9t,['Fred Flintstone'],"['construction worker', 'crane operator', 'police officer']",[],['Pebbles Flintstone'],['Q614889']
/m/01ms1m,['Inspector Japp'],['detective'],[],[],['Q432143']
/m/01ms2c,['Goten'],['student'],[],[],['Q839766']
/m/01ms8s,['Emma Peel'],"['spy', 'martial artist']",[],[],['Q2248019']
/m/01msch,['Fox Mulder'],"['FBI agent', 'special agent']",[],[],['Q2738']
/m/01mv1l,['March Hare'],[],[],[],['Q2587090']
/m/01mwvh,['Piccolo'],[],['Z-Fighters'],[],['Q151659']
/m/01n2f5,['Gilderoy Lockhart'],"['professor', 'school teacher', 'writer', 'autobiographer']",['Ravenclaw'],[],['Q1114418']
/m/01n2s8,['Jack Aubrey'],"['naval officer', 'politician']",[],[],['Q2519212']
/m/01n765,['Thufir Hawat'],[],['Mentat'],[],['Q937394']
/m/01n8yp,['Feluda'],['private investigator'],[],[],['Q2723899']
/m/01n9p9,['Krillin'],"['combatant', 'martial artist']",['Z-Fighters'],['Marron'],['Q757141']
/m/01nrp0,['Moaning Myrtle'],[],['Ravenclaw'],[],['Q3422924']
/m/01nrwb,['Pikachu'],[],[],[],['Q9351']
/m/01pf51,['Tinker Bell'],[],[],[],['Q853847']
/m/01pjsg,['Tristan'],['knight'],[],[],['Q954012']
/m/01pjzg,['Jack Frost'],[],[],[],['Q626939']
/m/01pkb4,['Little John'],"['thief', 'robber']",[],[],['Q603292']
/m/01ppxz,['Mary Jane Watson'],"['television presenter', 'model', 'actor', 'stage actor']","[""Actors' Equity Association"", 'Screen Actors Guild', 'American Federation of Television and Radio Artists', 'Stark Industries']","['Spider-Girl', 'Benjamin Richard Parker']",['Q27810']
/m/01ptn1,['Buzz Lightyear'],['astronaut'],[],[],['Q1986193']
/m/01q910,['Barty Crouch Jr.'],"['professor', 'torturer', 'school teacher', 'terrorist']",['Death Eater'],[],['Q3231528']
/m/01q__p,['Lucius Malfoy'],['terrorist'],"['Slytherin', 'The Slug Club', 'Death Eater']",['Draco Malfoy'],['Q842178']
/m/01qcpc,['Kreacher'],[],[],[],['Q3270426']
/m/01qdv2,['Bulma'],"['inventor', 'aircraft pilot', 'mechanic']",['Dragon Team'],"['Trunks', 'Bra']",['Q1614785']
/m/01qdz4,['Cloud Strife'],"['soldier', 'bodyguard']",[],[],['Q1798592']
/m/01ql9d,['Walter Mitty'],[],[],[],['Q1823907']
/m/01qqs4,['Felix Leiter'],"['field agent', 'private investigator']",[],['Cedar Leiter'],['Q1779543']
/m/01qthc,['Bellatrix Lestrange'],"['magician', 'terrorist', 'murderer']","['Slytherin', 'Death Eater']",['Delphini Riddle'],['Q1057918']
/m/01qvsk,['Khan Noonien Singh'],"['dictator', 'warlord', 'tyrant']",['Augment'],[],['Q23031']
/m/01r05s,['Viktor Krum'],"['Quidditch player', 'student']",[],[],['Q1251394']
/m/01r9mv,['Little Bo-Peep'],[],[],[],['Q6649200']
/m/01rb7n,['Rita Skeeter'],"['writer', 'journalist']",[],[],['Q3416772']
/m/01rj9d,['Yossarian'],['bombardier'],[],[],['Q4022919']
/m/01rk30,['Doctor Eggman'],['roboticist'],[],[],['Q1996763']
/m/01rkyq,['Captain Haddock'],"['astronaut', 'ship captain', 'rentier']",[],[],['Q1640063']
/m/01rry2,['Sinbad the Sailor'],['sailor'],[],[],['Q122018']
/m/01rtcz,['Alia Atreides'],[],['Bene Gesserit'],[],['Q2706099']
/m/01rtmw,['Irene Adler'],"['opera singer', 'adventurer']",[],[],['Q1779558']
/m/01s11s,['Mothra'],[],[],[],['Q1423458']
/m/01s283,"['Logan', 'Wolverine']","['vigilante', 'limousine driver', 'miner', 'instructor', 'bartender', 'mercenary', 'sailor', 'military personnel', 'superhero', 'lumberjack', 'spy', 'bouncer', 'soldier']","['Horsemen of Apocalypse', 'The Fantastic Four', 'Department H', 'Alpha Flight', ""Devil's Brigade"", 'X-Men', 'Canadian Army', 'X-Force', 'Weapon X', 'Avengers', 'Team X']","['X-23', 'Amiko Kobayashi', 'Wild Thing', 'Daken']","['Q97275436', 'Q186422']"
/m/01s3dw,['Amuro Ray'],"['mech pilot', 'military personnel', 'mechanic']",[],[],['Q508511']
/m/01s5m5,['Warren Worthington III'],"['supervillain', 'terrorist', 'superhero', 'businessperson']","['Champions', 'Horsemen of Apocalypse', 'X-Factor', 'Defenders', 'X-Men', 'X-Force', 'Hellfire Club']",[],['Q770064']
/m/01s5mm,['Pyro'],"['bodyguard', 'terrorist', 'government agent', 'journalist', 'novelist']","['Freedom Force', 'Brotherhood of Mutants']",[],['Q2339776']
/m/01s6p6,['Banshee'],"['barker', 'criminal', 'superhero', 'head teacher', 'detective']","['New York City Police Department', 'Generation X', 'X-Corps', 'Factor Three', 'X-Men', 'Interpol']",['Siryn'],['Q647105']
/m/01s6rq,['Moira MacTaggert'],"['geneticist', 'student']","['X-Men', 'Excalibur']","['Wolfsbane', 'Proteus']",['Q2361279']
/m/01sklz,['Ariadne Oliver'],['writer'],[],[],['Q777062']
/m/01sq_0,['King Louie'],['leader'],[],[],['Q2720481']
/m/01svhh,['Mycroft Holmes'],['official'],['Diogenes Club'],[],['Q1616457']
/m/01swhp,['Wigglytuff'],[],[],[],['Q960615']
/m/01sxph,['Dulcinea'],['farmer'],[],[],['Q1264776']
/m/01t3vf,['Sabretooth'],"['serial killer', 'mercenary', 'military personnel', 'government agent']","['Brotherhood of Mutants', 'Marauders', 'X-Factor', 'X-Men', 'Weapon X', 'Team X']",['Graydon Creed'],['Q431862']
/m/01t46s,['Akuma'],['murderer'],[],[],['Q2265376']
/m/01t8z1,['Punisher'],"['instructor', 'vigilante', 'military personnel', 'soldier']","['Hydra', 'Thunderbolts', 'Secret Avengers', 'Defenders', 'Marvel Knights', 'United States Marine Corps', 'Heroes for Hire']","['Frank Castle Jr.', 'Lisa Barbara Castle']",['Q729150']
/m/01t93k,['Harley Quinn'],"['vigilante', 'martial artist', 'psychiatrist', 'superhero', 'contract killer', 'antihero']","['Justice League', 'Secret Six', 'Suicide Squad', 'Gotham City Sirens', 'Red Lantern Corps']",[],['Q849477']
/m/01t949,['The Penguin'],"['fixer', 'criminal', 'crime boss', 'stock trader']","['Iceberg Lounge', 'Injustice League', 'Secret Society of Super Villains', 'Suicide Squad']",[],['Q384193']
/m/01t95g,['Mr. Freeze'],"['physician', 'scientist', 'chemical engineer', 'inventor']","['GothCorp', 'Secret Society of Super Villains', 'Injustice League']",[],['Q557584']
/m/01tbjz,['The Fairy with Turquoise Hair'],[],[],['Pinocchio'],['Q3820836']
/m/01tbrk,['Lara Croft'],"['explorer', 'archaeologist', 'martial artist', 'archer']",[],[],['Q223684']
/m/01tcq0,"[""Scarlett O'Hara""]","['businessperson', 'socialite']",[],['Bonnie Blue Butler'],['Q1649955']
/m/01tcs0,['Scarecrow'],"['terrorist', 'drug trafficker', 'psychiatrist', 'chemist']",[],[],['Q295375']
/m/01td26,['The Riddler'],"['criminal', 'roboticist', 'private investigator']","['Secret Six', 'Injustice League', 'Secret Society of Super Villains', 'Legion of Doom (DC Comics)']",[],['Q836789']
/m/01tgtd,['Ashley Wilkes'],"['aristocrat', 'soldier']",[],[],['Q2613381']
/m/01tgx6,['Rhett Butler'],"['businessperson', 'gambler', 'socialite']",[],['Bonnie Blue Butler'],['Q2362299']
/m/01trkz,['Melanie Hamilton'],[],[],[],['Q3304898']
/m/01ttxw,['Doctor Octopus'],[],"['Hydra', 'Sinister Six', 'Avengers']",[],['Q578094']
/m/01twh4,['Jethro'],"['prophet of Islam', 'priest']",[],"['Zipporah', 'Hobab']",['Q62788']
/m/01twnd,['Oddjob'],"['chauffeur', 'martial artist', 'karateka', 'bodyguard']",[],[],['Q3880820']
/m/01v5dj,['Agent Smith'],[],[],[],['Q2085488']
/m/01v9ft,['Unicron'],[],[],[],['Q1049322']
/m/01v9ph,['Bianca Castafiore'],['bel canto singer'],[],[],['Q738325']
/m/01vfq3,['Gaius Helen Mohiam'],['Truthsayer'],['Bene Gesserit'],['Lady Jessica'],['Q1469721']
/m/01vy_vk,['Count von Count'],[],[],[],['Q12345']
/m/01wb6c,['Scheherazade'],[],[],[],['Q216445']
/m/01wdm_,['Nightcrawler'],"['circus performer', 'superhero', 'priest']","['X-Treme Sanctions Executive', 'X-Men', 'Excalibur']",['Nocturne'],['Q5342183']
/m/01wmgs,['Freddy Krueger'],['serial killer'],[],[],['Q329466']
/m/01wmhq,['Jason Voorhees'],"['mass murderer', 'hermit']",[],[],['Q366957']
/m/01x02p,['Lizard'],"['biologist', 'medical officer']","['Sinister Six', 'Empire State University']",['Billy Connors'],['Q19382']
/m/01x5g2,['Captain Jack Sparrow'],"['crew member', 'smuggler', 'castaway', 'mutineer', 'pirate', 'swordfighter', 'helmsman', 'chief mate', 'sailor', 'ship captain']",[],[],['Q202857']
/m/01xh7,['Cassandra'],[],[],"['Teledamus', 'Pelops']",['Q170779']
/m/01y16g,['Daria Morgendorffer'],['student'],[],[],['Q4155159']
/m/01y5vp,['Biggles'],"['fighter pilot', 'aircraft pilot']",[],[],['Q2412890']
