,freebase_actor_id,Actor,score
341,/m/01200d,Wallace Beery,77
342,/m/0436zq,William Demarest,77
343,/m/0ht9x,Paul Scofield,77
344,/m/01vb403,Dick Van Dyke,77
345,/m/0gmtm,Claudette Colbert,77
346,/m/0294fd,Miranda Otto,77
347,/m/08x_qx,Irving Bacon,77
348,/m/0d6lqy,Jessie Ralph,77
349,/m/05p3dw,Alan Mowbray,77
350,/m/02r3735,Jack Purvis,77
351,/m/05sq84,Richard Griffiths,77
352,/m/0151w_,Ben Affleck,77
353,/m/03bpgs,Dean Jagger,77
354,/m/01pj5q,Joe Pesci,76
355,/m/0fb1q,Whoopi Goldberg,76
356,/m/03bqwc,Gig Young,76
357,/m/02h0f3,Harry Morgan,76
358,/m/0hwqg,Tony Curtis,76
359,/m/01tnbn,Carrie Fisher,76
360,/m/015gy7,Melvyn Douglas,76
361,/m/01l2fn,Keira Knightley,76
362,/m/07_43s,Nina Foch,75
363,/m/0b_1ff,Walter Hampden,75
364,/m/01y_px,Jeff Goldblum,75
365,/m/03q1vd,Paul Sorvino,75
366,/m/02gf_l,Frank Welker,75
367,/m/076689,Harold Gould,75
368,/m/02yxwd,Ray Winstone,75
369,/m/012cj0,Steve McQueen,75
370,/m/03k7bd,Hal Holbrook,75
371,/m/0g10g,Judy Garland,75
372,/m/02f2dn,Tilda Swinton,75
373,/m/05fnl9,Bryan Cranston,74
374,/m/01939y,Dorothy McGuire,74
375,/m/0kjgl,Michael Douglas,74
376,/m/05xpv,Peter Falk,74
377,/m/046zh,Julia Roberts,74
378,/m/0gqrb,Yul Brynner,74
379,/m/01fwf1,Susannah York,74
380,/m/0197p7,Edward Everett Horton,74
381,/m/015g36,Elsa Lanchester,74
382,/m/0mzhd,Hattie McDaniel,74
383,/m/054ztz,Gilbert Roland,73
384,/m/01kp86,Sally Kirkland,73
385,/m/012c6j,Adolphe Menjou,73
386,/m/026hskb,Frank McHugh,73
387,/m/02fn5,Dennis Hopper,73
388,/m/07lf6r,Eddie Byrne,73
389,/m/017g2y,Edward G. Robinson,73
390,/m/015np0,Ralph Richardson,73
391,/m/03fbb6,Giovanni Ribisi,72
392,/m/077596,Ciarán Hinds,72
393,/m/06_3vs,Murray Hamilton,72
394,/m/02fqwb,Cillian Murphy,72
395,/m/012j5h,Raymond Massey,72
396,/m/02mhdg,Mercedes McCambridge,72
397,/m/080d47t,Rudy Bond,72
398,/m/013846,John Garfield,72
399,/m/0m0hw,Robert Mitchum,72
400,/m/05cbjv,Charles McGraw,72
401,/m/02h0wp,Warwick Davis,72
402,/m/049tjg,Van Johnson,71
403,/m/012dtw,Walter Huston,71
404,/m/01k7d9,Ray Walston,71
405,/m/04954,Kevin Bacon,71
406,/m/0h14h,Greta Garbo,71
407,/m/01kt17,Hume Cronyn,71
408,/m/01tsbmv,Jonathan Pryce,71
409,/m/014kbz,Louis Calhern,71
410,/m/017khj,David Warner,71
411,/m/0289nx,Irene Papas,71
412,/m/02gyl0,Theodore Bikel,71
413,/m/034cj9,Robert Montgomery,71
414,/m/02zhkz,Lance Henriksen,71
415,/m/0ksbt2,Melville Cooper,71
416,/m/0kr5_,Richard Attenborough,71
417,/m/01fwt6,Edith Evans,71
418,/m/02cl24,Judith Anderson,70
419,/m/01swck,John Turturro,70
420,/m/045931,M. Emmet Walsh,70
421,/m/027dqd,Fortunio Bonanova,70
422,/m/081lh,Woody Allen,70
423,/m/015q7v,Tom Courtenay,70
424,/m/02qhm3,Mary Astor,70
425,/m/02js9p,Mary McDonnell,70
426,/m/02tv80,Dean Stockwell,70
427,/m/04xhwn,Clint Howard,70
428,/m/0dssbs,Peter Cellier,70
429,/m/063_t,Peter Sellers,70
430,/m/012j9q,Paul Lukas,70
431,/m/030kkn,Anna Lee,69
432,/m/0372kf,Jeff Daniels,69
433,/m/05knjt,George Tobias,69
434,/m/02x0dzw,Jennifer Lawrence,69
435,/m/06t74h,William Fichtner,69
436,/m/02sb1w,Dabney Coleman,69
437,/m/02mhfy,Teri Garr,69
438,/m/0616jw,Felix Aylmer,69
439,/m/053ym6,Fred Clark,69
440,/m/0bwgc_,Carey Mulligan,69
441,/m/0234_q,Donna Reed,69
442,/m/024n3z,Karl Urban,69
443,/m/0cc3ft2,Noel Appleby,69
444,/m/01vvb4m,Nicolas Cage,69
445,/m/05rjwm,Richard Beymer,69
446,/m/02hnzs,Sarah McLeod,69
447,/m/03bpcj,Edmund Gwenn,69
448,/m/03lvyj,Barbara Hershey,69
449,/m/01x209s,Rita Moreno,68
450,/m/01qq_lp,Sophia Loren,68
451,/m/01fx5l,Jane Alexander,68
452,/m/01mylz,R. Lee Ermey,68
453,/m/02s2ft,Chris Cooper,68
454,/m/05q_b,Penélope Cruz,68
455,/m/02ldv0,Gary Sinise,68
456,/m/06j035,Christine Ebersole,68
457,/m/07vvnx,Helen McCrory,68
458,/m/07dhg0,Paul Stewart,68
459,/m/02bkdn,Allison Janney,68
460,/m/089frb,Mary Anderson,68
461,/m/0hnp7,Errol Flynn,68
462,/m/020_95,Laura Linney,67
463,/m/01wmxfs,Jamie Foxx,67
464,/m/0b859t,Simon Oakland,67
465,/m/02qczjp,George E. Stone,67
466,/m/01dbk6,Anne Bancroft,67
467,/m/03bggl,Van Heflin,67
468,/m/02rf1y,Jeffrey Jones,67
469,/m/0127zc,Kenny Baker,67
470,/m/0f502,John Travolta,67
471,/m/03n_7k,Josh Brolin,67
472,/m/01nr36,Tim Robbins,67
473,/m/09l3p,Natalie Portman,66
474,/m/015dlv,Laurence Harvey,66
475,/m/01tj34,Candice Bergen,66
476,/m/01mqnr,Martin Landau,66
477,/m/09px0t,Mildred Natwick,66
478,/m/02lq10,Michael York,66
479,/m/01b17y,Carroll Baker,66
480,/m/01_f_5,Sofia Coppola,66
481,/m/0237fw,Heath Ledger,66
482,/m/022g44,David Hemmings,66
483,/m/0c9c0,Sacha Baron Cohen,66
484,/m/021vwt,Edward Herrmann,66
485,/m/01934k,Loretta Young,65
486,/m/018qkz,Fay Bainter,65
487,/m/03q5dr,Frances Fisher,65
488,/m/0prjs,Kenneth Branagh,65
489,/m/05zbm4,Joseph Gordon-Levitt,65
490,/m/06hrcf,John Abbott,65
491,/m/02p65p,Don Cheadle,65
492,/m/0151zx,Peter Cushing,65
493,/m/01fwk3,Geena Davis,65
494,/m/01sp81,Richard E. Grant,65
495,/m/01chc7,Paul Bettany,64
496,/m/047cqf3,Rooney Mara,64
497,/m/018sgr,Gene Tierney,64
498,/m/0265qyd,Albert Bassermann,64
499,/m/02d45s,Djimon Hounsou,64
500,/m/06pldh,Cathy O'Donnell,64
501,/m/05rs2c,Victor Jory,64
502,/m/03k9k1,André Morell,64
503,/m/0fm1gn,Shepperd Strudwick,64
504,/m/034thv,Celeste Holm,63
505,/m/01fn_2,Eva Marie Saint,63
506,/m/01_2n6,Paulette Goddard,63
507,/m/0309lm,Stephen Root,63
508,/m/0ll0f,Robert Donat,63
509,/m/02l101,Ralph Bellamy,63
510,/m/02t_w8,Jack Palance,63
511,/m/025h4z,Judd Hirsch,63
512,/m/082bkm,Wes Studi,63
513,/m/027zlhs,Philip Ober,63
514,/m/0147dk,Will Smith,63
515,/m/097cf6,Joe Spinell,63
516,/m/0275w3,Stephen Boyd,63
517,/m/0d2jdq,Paul Fix,63
518,/m/01y665,Victor Garber,63
519,/m/015gw6,Alan Bates,63
520,/m/0f3l1g,Harcourt Williams,63
521,/m/0h326,Peter Lorre,63
522,/m/05d7rk,Saeed Jaffrey,63
523,/m/04shbh,Daniel Craig,63
524,/m/0zcbl,Paul Giamatti,63
525,/m/021wgf,Ethel Barrymore,62
526,/m/0c92y,Paul Muni,62
527,/m/012ykt,Michelle Yeoh,62
528,/m/0gsj2,Simone Signoret,62
529,/m/023kzp,William H. Macy,62
530,/m/0f8st8,Tommy Flanagan,62
531,/m/01478p,Clifton Webb,62
532,/m/04xxwy,Herbert Marshall,62
533,/m/01k67w,Ed Wynn,62
534,/m/01k6n8,Roshan Seth,62
535,/m/0btyl,Ava Gardner,62
536,/m/04m064,Barry Pepper,62
537,/m/0f840k,Robert J. Wilke,62
538,/m/015pvh,Bonnie Hunt,62
539,/m/09y20,Alan Rickman,62
540,/m/01rnxn,Bruce Dern,62
541,/m/037w7r,Geraldine Chaplin,62
542,/m/0436kgz,Antonio Banderas,62
543,/m/016ywr,Jeremy Irons,61
544,/m/0c9hm,Gérard Depardieu,61
545,/m/043kzcr,Jessica Chastain,61
546,/m/016ynj,Peter Finch,61
547,/m/01tnxc,Dennis Quaid,61
548,/m/02114t,Scarlett Johansson,61
549,/m/0qmss,Emil Jannings,61
550,/m/01_lby,Claire Trevor,61
551,/m/03m3nzf,Irrfan Khan,61
552,/m/015vq_,Bob Hoskins,61
553,/m/04bjn7,Edna May Oliver,61
554,/m/018_lb,Kathleen Turner,61
555,/m/04xq36,Geraldine Fitzgerald,61
556,/m/016dv1,Sal Mineo,61
557,/m/01g969,Kurt Russell,61
558,/m/01mmslz,Debbie Reynolds,60
559,/m/01p4r3,Lloyd Bridges,60
560,/m/0f7hc,Eddie Murphy,60
561,/m/03340g,George Furth,60
562,/m/014zxh,Stanley Holloway,60
563,/m/04264n,Keenan Wynn,60
564,/m/02mczq,Douglass Dumbrille,60
565,/m/02mkkx,Stellan Skarsgård,60
566,/m/05dtsb,Xander Berkeley,60
567,/m/01rs5p,Laurie Metcalf,60
568,/m/01_s7f,Ken Watanabe,60
569,/m/075n918,Harry Shannon,60
570,/m/02vg0,Eli Wallach,60
571,/m/0krskg,Henry Stephenson,60
572,/m/04q6tj,Hermione Baddeley,60
573,/m/0btj0,Buster Keaton,60
574,/m/04c98w,Beulah Bondi,59
575,/m/02xs5v,Brian Cox,59
576,/m/02pkhn,Charles Lane,59
577,/m/025wk91,David Schofield,59
578,/m/0132f1,Leif Erickson,59
579,/m/07jfxx,Claude Akins,59
580,/m/0gnvn7,Donald Meek,59
581,/m/03y34_,Peter Mayhew,59
582,/m/08zdk2,Reginald Denny,59
583,/m/023zsh,Ioan Gruffudd,59
584,/m/06zrdkc,Lumsden Hare,59
585,/m/01jmv8,Judy Davis,59
586,/m/03pmzt,Keith David,59
587,/m/070507,Benedict Cumberbatch,59
588,/m/03lcsc,Robert Stephens,59
589,/m/040539,Ian Charleson,58
590,/m/03xblf,David Prowse,58
591,/m/03h1s9k,Florence Bates,58
592,/m/06qgjh,James Hong,58
593,/m/04yn6q,Chill Wills,58
594,/m/04_51c,Geraldine James,58
595,/m/04x946,Jack Oakie,58
596,/m/02xn_q,Anthony Daniels,58
597,/m/04x9b0,James Gleason,58
598,/m/01vxxb,Billy Zane,58
599,/m/013knm,Catherine Zeta-Jones,58
600,/m/01l_yg,Christopher Lloyd,58
601,/m/0181gp,Donald Wolfit,58
602,/m/0gbd4m,Wolf Kahler,58
603,/m/016nff,Julie Walters,58
604,/m/01vy_v8,Frank Oz,58
605,/m/06jzh,Robin Wright,57
606,/m/026c1,Drew Barrymore,57
607,/m/03k545,Emily Mortimer,57
608,/m/027gf69,Arthur Malet,57
609,/m/016yzz,Sam Shepard,57
610,/m/03xx3m,Robert Ryan,57
611,/m/0266wq5,Sara Allgood,57
612,/m/0gm8_p,Scott Wilson,57
613,/m/04z_r1,Pamela Brown,57
614,/m/01hbq0,Robert Vaughn,57
615,/m/04wqr,Marilyn Monroe,57
616,/m/035rnz,Mark Ruffalo,57
617,/m/02f9x3,Marni Nixon,57
618,/m/0c1pj,Mel Gibson,57
619,/m/0479b,Keanu Reeves,57
620,/m/0bj4hjz,Liisa Repo-Martell,57
621,/m/02fgm7,John Noble,57
622,/m/03bxsw,Brenda Blethyn,57
623,/m/0d608,Dan Aykroyd,57
624,/m/03cmzq0,Isobel Elsom,56
625,/m/015dcj,Rock Hudson,56
626,/m/02tcnx,Katharine Ross,56
627,/m/01fwpt,Joan Cusack,56
628,/m/01j5ws,Michael Keaton,56
629,/m/01gkmx,John Cusack,56
630,/m/02y_2y,Forest Whitaker,56
631,/m/01mrvg,Kim Novak,56
632,/m/0g476,Liza Minnelli,56
633,/m/046chw,Anita Louise,56
634,/m/05ggt_,Eileen Brennan,56
635,/m/02l0xc,Don Ameche,56
636,/m/017tkv,Merle Oberon,56
637,/m/0fp0z4,Wesley Addy,56
638,/m/03y9hct,Mary Forbes,56
639,/m/01xsc9,James Fox,56
640,/m/09yhzs,Emma Stone,56
641,/m/03jl2r,George Bancroft,56
642,/m/06g2d1,Terrence Howard,56
643,/m/0hsn_,Jessica Lange,56
644,/m/01_xr7,Ron Rifkin,56
645,/m/0h7pj,Bruce Willis,56
646,/m/01380_,Cornel Wilde,56
647,/m/03wg0w7,Roman Bohnen,56
648,/m/0nqls,Leslie Phillips,56
649,/m/089bcy,Henry Daniell,56
650,/m/0173lp,Gloria Swanson,56
651,/m/07x5mc,Ed Binns,55
652,/m/076w_b,David O'Hara,55
653,/m/03kd1c,Brian Donlevy,55
654,/m/0kjrx,Uma Thurman,55
655,/m/012dr7,William Powell,55
656,/m/04qvbv,Bruce Spence,55
657,/m/04yncy,Michael Dunn,55
658,/m/0hw6_,Jack Albertson,55
659,/m/01pd46,Haley Joel Osment,55
660,/m/0dgskx,Jim Carter,55
661,/m/02w5kqw,Teddy Newton,55
662,/m/01jrp0,Diane Ladd,55
663,/m/03d4wn9,Percy Herbert,55
664,/m/05qg6g,Zoe Saldana,55
665,/m/07hp1y,Marcel Dalio,54
666,/m/06fgbb,Lloyd Nolan,54
667,/m/03q95r,E. G. Marshall,54
668,/m/08x5c_,Cary-Hiroyuki Tagawa,54
669,/m/01479s,Broderick Crawford,54
670,/m/08sqc_,Richard Bright,54
671,/m/012j9c,Monty Woolley,54
672,/m/015p3p,Harry Dean Stanton,54
